"isqno","attacker","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","actors"
357,1,"US 1ST INF BDE(+)","BG HINES","10345",1,"10345",0,"895","9450",0,30,0,30,58,,,,,"FF",,,,,,"PP",,,10,-10,10,-10,8,"USA"
358,0,"GER 2/109TH B GREN RGT(+)","COL BUCHHOLTZ","800",1,"800",0,"500","300",0,0,0,0,24,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,"Germany"
358,1,"US 3/18TH INF RGT(+)","COL PARKER","1611",1,"1611",0,"130","1481",0,0,0,0,14,,0,,,"FF",,,,,,"PP",,,10,-10,10,-10,8,"USA"
359,0,"GER 7TH & 9TH ARMIES","CR PR WILHELM","400000",3,,,"170000","230000",0,,,,3700,,,500,,"DD",,,,,"0","WD",,,15,-15,15,-15,6,"Germany"
359,1,"FR 5TH, 6TH, 9TH & 10TH ARMIES","GEN FOCH","725000",3,,,"195000","530000",0,350,,,7000,,,,,"FF",,,,,,"PP",,,15,-15,15,-15,7,"USA"
36,0,"IMP ALLIED ARMY","BOURNONVILLE","31700",1,"31700",0,"2500","29200",14500,0,0,0,58,0,0,10,0,"DO","FF","EE",,,"0","PP","WD",,20,0,60,0,6,"Holy Roman Empire"
36,1,"FR ARMY","TURENNE","22000",1,"22000",0,"3500","18500",10000,0,0,0,30,0,0,0,0,"FF",,,,,,"PP","WD",,5,-5,0,-29,6,"France"
360,0,"GER 109TH INF RGT(-)(+)","BARON VON TOLL","350",1,"350",0,"116","234",0,,,,11,,,6,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,"Germany"
360,1,"US 28TH INF RGT(-)(+)","GEN SUMMERALL","4000",1,"4000",0,"210","3790",0,,,,36,,,,,"FF",,,,,,"PP",,,10,-10,10,-10,8,"USA"
361,0,"GER 2/52ND JAEGER RGT","COL OTTO","554",1,"554",0,"276","278",0,,,,6,,,6,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,"Germany"
361,1,"US 18TH INF RGT(-)(+)","GEN SUMMERALL","5300",1,"5300",0,"350","4950",0,,,,36,,,,,"FF",,,,,,"PP",,,10,-10,10,-10,8,"USA"
362,0,"GER 2ND & 18TH ARMIES","CR PR RUPPRECHT","170000",1,,,"30000",,0,,,,1500,,,400,,"DD",,,,,"0","WL",,,15,-15,15,-15,3,"Germany"
362,1,"BR 1ST, 3RD, 4TH ARMIES","FM HAIG","225000",1,,,"10000",,0,462,96,366,2000,,,,,"FF",,,,,,"BB",,,15,-15,15,-15,9,"USA"
363,0,"GER 2ND, 9TH & 17TH ARMIES(+)","CR PR RUPPRECHT","200000",1,,,"80000",,0,,,,,,,100,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
363,1,"BR 1ST ARMY(+) & FR 1ST ARMY(+)","FM HAIG","300000",1,,,"35000",,0,,,,,,,,,"FF",,,,,,"PP",,,15,-15,15,-15,9,"USA"
364,0,"GER ARMY DET C","GEN FUCHS","100000",3,,,"20000","80000",0,0,0,0,1000,,,,,"DD",,,,,"0","WL",,,25,0,20,0,5,"Germany"
364,1,"US 1ST ARMY","GEN PERSHING","400000",3,,,"7000","393000",0,267,267,0,3010,800,,,,"EE","LF",,"EE","RF","FE","PP","PS",,25,-20,10,-10,8,"USA"
365,0,"GER 47TH INF RGT(-)","CPT GERLACH","2090",1,"2090",0,"1076","1014",0,0,0,0,10,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,"Germany"
365,1,"US 2ND INF BDE(+)","BG BAMFORD","13208",1,"13208",0,"185","13023",0,0,0,0,76,,0,,,"FF",,,,,,"BB","PS",,10,-10,10,-10,8,"USA"
366,0,"GER 3RD ARMY(+)","GEN EINEM","190000",1,"190000",,"21448",,0,,,,,,,200,,"DD",,,,,"0","SS",,,25,-25,20,-20,4,"Germany"
366,1,"US 1ST ARMY(+)","GEN PERSHING","300000",1,"300000",,"22128",,0,189,189,0,2700,821,,,,"FF",,,,,,"PP","SS",,25,-25,20,-20,7,"USA"
367,0,"GER 12TH SAXON ARMY CORPS(-)","GEN NIDDA","13000",3,,,"4000","9000",0,0,0,0,202,,0,25,,"DO","EE","RF",,,"0","RR","WD",,15,-15,15,-15,5,"Germany"
367,1,"US 2ND DIV(+)","MG LEJEUNE","26000",3,,,"4700","21300",0,72,72,0,192,,,,,"FF",,,,,,"PP","SS",,5,-5,5,-5,6,"USA"
368,0,"GER 1/235TH RES INF RGT","MAJ DOERSTLING","155",1,"155",0,"83","72",0,0,0,0,50,,0,3,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,"Germany"
368,1,"US 2/9TH INF RGT","LCOL ARNOLD","1921",1,"1921",0,"247","1674",0,3,3,0,12,,0,0,,"FF",,,,,,"PP",,,10,-10,10,-10,8,"USA"
369,0,"GER 2ND CO, 2ND COLOGNE LANDSTURM BN","MAJ WEBENDOERFER","216",1,"216",0,"120","96",0,0,0,0,8,,0,8,,"DD",,,,,"0","WL",,,15,-15,15,-15,4,"Germany"
369,1,"US 1/5TH MAR RGT(-)","COL HUNT","1420",1,"1420",0,"140","1280",0,3,3,0,17,,0,0,,"EE","LF",,,,,"BB",,,10,-10,10,-10,8,"USA"
37,0,"IMP ALLIED ARMY","BOURNONVILLE","30000",1,"30000",0,"3400","26600",,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,67,0,0,-6,4,"Holy Roman Empire"
37,1,"FR ARMY","TURENNE","33000",1,"33000",0,"1100","31900",,0,0,0,,0,0,,0,"EE","RF",,"FF",,,"PP",,,0,-9,9,0,9,"France"
370,0,"GER 2/149TH INF RGT(+)","MAJ GRUNDELL","458",1,"458",0,"241","217",0,0,0,0,20,,0,2,,"DD",,,,,"0","WL",,,15,-15,15,-15,3,"Germany"
370,1,"US 2/6TH MAR RGT","COL LEE","1400",1,"1400",0,"308","1092",0,12,12,0,96,,0,0,,"FF",,,,,,"PP",,,10,-10,0,-25,7,"USA"
371,0,"GER 2/235TH RES INF RGT","MAJ DOERSTLING","670",1,"670",0,"450","220",0,0,0,0,28,,0,4,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,"Germany"
371,1,"US 4TH MAR BDE(-)",,"9230",1,"9230",0,"620","8610",0,24,24,0,96,,0,,,"FF",,,,,,"PP",,,10,-10,10,-10,8,"USA"
372,0,"GER 213TH INF DIV","MG HAMMERSTEIN","10000",1,"10000",0,"500","9500",0,0,0,0,177,,0,,,"DO",,,,,"0","SS",,,0,-20,25,-25,6,"Germany"
372,1,"US 36TH DIV(-)(+)","MG SMITH","18000",1,"18000",0,"1589","16411",0,,,,144,,,,,"FF",,,,,,"RR","SS",,0,-20,0,-12,6,"USA"
373,0,"GER 3RD ARMY(+)","GEN LUDENDORFF","300000",1,"300000",,"75068",,0,,,,,,,700,,"DO","FF",,,,"0","WD","SS",,25,-25,20,-20,5,"Germany"
373,1,"FR 4TH ARMY(+)","GEN FOCH","500000",1,"500000",,"77448",,0,,,,,,,,,"FF",,,,,,"PP","SS",,25,-25,20,-20,7,"USA"
374,0,"GER 3RD GUARDS FT RGT(+)","COL SCHONSTADT","3245",1,"3245",0,"192","3053",0,0,0,0,35,,0,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,5,"Germany"
374,1,"US 18TH INF RGT","COL HUNT","5336",1,"5336",0,"352","4984",0,11,11,0,36,,,,,"FF",,,,,,"PP","RR","SS",10,-10,10,-10,5,"USA"
375,0,"GER 2ND BN, 170TH INF RGT(+)","CPT KAESBACH","1899",1,"1899",0,"114","1785",0,0,0,0,18,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,5,"Germany"
375,1,"US 26TH INF RGT(+)","COL ERICKSON","5427",1,"5427",0,"376","5051",0,13,13,0,36,,13,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,5,"USA"
376,0,"GER 1/111TH INF RGT(+)","CPT GACKENHOLZ","1940",1,"1940",0,"61","1879",0,0,0,0,20,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,5,"Germany"
376,1,"US 28TH INF RGT(+)","COL BARNHARDT","5365",1,"5365",0,"340","5025",0,13,13,0,36,,,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,6,"USA"
377,0,"GER 3RD GUARDS GREN RGT(+)","MAJ PLEHWE","2587",3,,,"250","2337",0,0,0,0,33,,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
377,1,"US 16TH INF RGT(+)","LCOL COPPOCK","5461",1,"5461",0,"242","5219",0,10,10,0,36,,,,,"FF",,,,,,"PP",,,10,-10,10,-10,7,"USA"
378,0,"GER 170TH INF RGT(+)","LCOL IHLENFELD","3335",1,"3335",0,"173","3162",0,0,0,0,36,,0,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
378,1,"US 26TH INF RGT(+)","COL ERICKSON","5022",1,"5022",0,"301","4721",0,3,3,0,32,,,,,"FF",,,,,,"PP",,,10,-10,10,-10,6,"USA"
379,0,"GER 150TH INF RGT(-)(+)","MAJ BRUNS","2925",1,"2925",0,"126","2799",0,0,0,0,22,,0,,,"DD",,,,,"0","WD","SS",,15,-15,15,-15,5,"Germany"
379,1,"US 18TH INF RGT(+)","COL HUNT","4778",1,"4778",0,"132","4646",0,0,0,0,32,,0,,,"FF","EE","RF",,,,"PP","RR","SS",10,-10,10,-10,6,"USA"
38,0,"SW ARMY","WRANGEL","6400",1,"6400",0,"2500","3900",6400,0,0,0,38,0,0,6,0,"DO","FF",,,,"0","WD",,,72,0,0,-20,4,"Sweden"
38,1,"PR ARMY","FREDERICK WILLIAM","6000",1,"6000",0,"500","5500",6000,0,0,0,13,0,0,0,0,"FF",,,"EE","RF",,"BB","PS",,0,-7,10,-10,9,"Prussia"
380,0,"GER 147TH INF RGT(+)","MAJ KRAUSE","2563",1,"2563",0,"250","2313",0,0,0,0,31,,0,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,"Germany"
380,1,"US 1/16TH INF RGT(+)","MAJ RYDER","2950",1,"2950",0,"109","2841",0,0,0,0,32,,0,,,"FF","DE",,,,,"PP",,,10,-10,10,-10,7,"USA"
381,0,"GER 3RD ARMY(+)","GEN GALLWITZ","380140",1,"380140",,"29491",,0,,,,,,,275,,"DD",,,,,"0","WD",,,25,-25,20,-20,4,"Germany"
381,1,"FR 4TH ARMY(+)","GEN PERSHING","600000",1,"600000",,"30426",,0,,,,,,,,,"FF",,,,,,"PP",,,25,-25,20,-20,6,"France"
382,0,"GER 6TH RES JAEGER BN(+)","LG LEWINSKI","296",1,"296",0,"30","266",0,0,0,0,0,0,0,0,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
382,1,"US 1/16TH INF RGT","MAJ RYDER","1210",1,"1210",0,"25","1185",0,0,0,0,0,0,0,0,0,"FF",,,,,,"PP",,,10,-10,10,-10,8,"USA"
383,0,"GER 14TH RES DIV(-)","GEN HANSTEIN","1655",1,"1655",0,"182","1473",0,0,0,0,24,,0,,,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
383,1,"US 16TH INF RGT(-)(+)","COL HARREL","1989",1,"1989",0,"110","1879",0,0,0,0,0,,0,0,,"FF",,,,,,"PP",,,10,-10,10,-10,6,"USA"
384,0,"IT ARMY GROUP","GEN DIEZ","784000",3,,,"69079","714921",0,,0,0,7043,,0,,,"DO","FF",,,,"0","PP","SS",,10,-20,22,-10,7,"Italy"
384,1,"AUS CONRAD & BOROJEVIC GROUPS","ARCHDUKE EUGENE","840000",3,,,"150000","690000",0,,0,0,7500,,0,70,,"FF",,,,,,"RR","SS",,0,-38,0,-24,4,"Austria"
385,0,"TK 8TH ARMY","GEN LIMAN VON SANDERS","18250",1,"18250",0,"7000","11250",0,0,0,0,150,10,0,,,"DD",,,,,"0","WL",,,25,-25,10,0,3,"Ottoman Empire"
385,1,"BR 21ST CORPS(+)","GEN ALLENBY","51170",1,"51170",0,"3378","47792",0,0,0,0,384,200,0,,,"FF",,,"EE","LF",,"BB","PS",,0,-15,0,-10,9,"Great Britain"
386,0,"BR 8TH ARMY","LG MONTGOMERY","120000",1,"120000",0,"1750","118250",0,450,,,576,2680,67,0,68,"DO","EE","RR",,,"0","SS",,,0,-20,10,-10,7,"Great Britain"
386,1,"GER & ITAL PZ ARMY AFRICA","GFM ROMMEL","124000",1,"124000",0,"2940","121060",0,515,,,558,,50,15,41,"EE","LR",,"FE",,,"PP","RR","WD",0,-20,10,-10,5,"Germany & Italy"
387,0,"GER & ITAL PZ ARMY","GFM ROMMEL","105223",1,"105223",0,"15995","89228",0,593,51,542,592,3120,591,197,84,"DO","FF",,,,"0","RR","WL",,10,-10,10,-10,4,"Germany"
387,1,"BR 8TH ARMY","LG MONTGOMERY","220476",1,"220476",0,"13560","206916",0,1037,119,918,908,11586,500,2,97,"FF",,,"FE",,,"BB","PS",,5,-5,5,-5,8,"Great Britain"
388,0,"GER & IT PZ ARMY","GENS STUMM & THOMA","105223",1,"105223",0,"3695","101528",0,593,51,542,592,,127,,12,"DO","FF",,,,"0","RR","SS",,10,-10,10,-10,6,"Germany"
388,1,"BR 8TH ARMY","LG MONTGOMERY","220476",1,"220476",0,"6140","214336",0,1037,119,918,908,,302,2,16,"FF",,,"FE",,,"PP","SS",,5,-5,5,-5,7,"Great Britain"
389,0,"GER & IT PZ ARMY","FM ROMMEL","101528",1,"101528",0,"4500","97028",0,470,,352,,,180,,,"DO","FF",,,,"0","RR","SS",,10,-10,10,-10,6,"Germany"
389,1,"BR 8TH ARMY","LG MONTGOMERY","214336",1,"214336",0,"3000","211336",0,745,88,657,906,,38,,,"FF",,,,,,"PP","SS",,5,-5,5,-5,7,"Great Britain"
39,0,"ENG ARMY","FEVERSHAM","3000",1,"3000",0,"300","2700",510,0,0,0,16,0,0,,0,"DO","DE",,,,"0","BB","PS",,0,-17,33,0,7,"England"
39,1,"ENG REB ARMY","MONMOUTH","4000",1,"4000",0,"1500","2500",800,0,0,0,4,0,0,4,0,"FF",,,,,,"RR","WL",,0,-8,0,-13,2,"English Rebels"
390,0,"GER & IT PZ ARMY","FM ROMMEL","97000",1,"97000",0,"7800","89200",0,310,,,,,284,,,"DD",,,,,"0","WL",,,10,-10,10,-10,5,"Germany"
390,1,"BR 8TH ARMY","LG MONTGOMERY","211000",1,"211000",0,"4420","206580",0,700,,,906,,160,,,"FF",,,,,,"BB","PS",,5,-5,5,-5,9,"Great Britain"
391,0,"US 1ST ARMD DIV (ELMS)","LCOL WATERS","188",1,"188",0,"21","167",0,25,25,0,3,0,7,0,0,"DO","DE",,,,"0","PS",,,0,-15,50,-50,8,"USA"
391,1,"GER 190TH PZ BN, 10TH PZ DIV (ELMS)(+)","COL BROICH","465",1,"465",0,"27","438",0,13,0,13,0,0,9,0,0,"FF",,,,,,"RR","WD",,0,-15,50,-50,3,"Germany"
392,0,"US 1ST INF DIV(+)","MG ALLEN","22019",1,"22019",0,"203","21816",0,75,0,75,124,,31,5,,"DD",,,,,"0",,,,5,-5,5,-5,7,"USA"
392,1,"GER 10TH PZ DIV(+)","GEN BROICH","10300",1,"10300",0,"450","9850",0,103,7,96,62,123,42,,4,"FF",,,,,,"RR","WD",,10,-15,11,-11,5,"Germany"
393,0,"GER VON MANTUEFFEL DIV(2/3)","LG BULOVIUS","5000",1,"5000",,"605",,0,5,0,5,34,,5,,,"DD",,,,,"0","WD",,,10,-15,25,-25,4,"Germany"
393,1,"US 9TH INF DIV(+)","MG EDDY","24098",1,"24098",,"1120",,0,94,22,72,100,75,,0,0,"FF",,,,,,"BB","PS",,5,-5,5,-5,7,"USA"
394,0,"GER 16TH PZ DIV (ELMS)","MG SIKENIUS","4250",1,"4250",0,"100","4150",0,128,0,128,56,115,,,,"DO","EE","RF",,,"0",,,,15,-15,15,-15,4,"Germany"
394,1,"BR 56TH INF DIV","MG GRAHAM","12917",1,"12917",0,"1154","11763",0,0,0,0,138,131,0,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,5,"Great Britain"
395,0,"GER 16TH PZ DIV (ELMS)","MG SIKENIUS","4250",1,"4250",,"120",,0,38,0,38,46,115,,,,"DO","EE","LF",,,"0","RR","SS",,15,-15,15,-15,4,"Germany"
395,1,"BR 46TH INF DIV","MG HAWKESWORTH","12917",1,"12917",0,"1530","11387",0,0,0,0,138,131,0,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,6,"Great Britain"
396,0,"GER 16TH PZ DIV (ELMS)","MG SIKENIUS","8390",1,"8390",0,"60","8330",0,78,0,78,90,7,,,,"DO",,,,,"0",,,,15,-15,15,-15,6,"Germany"
396,1,"US 45TH INF DIV","MG MIDDLETON","12447",1,"12447",0,"251","12196",0,106,17,89,82,18,1,,,"FF",,,,,,"PP","SS",,5,-5,5,-5,5,"USA"
397,0,"BR 56TH IND DIV(+)","MG GRAHAM","11230",1,"11230",0,"1639","9591",0,30,0,30,146,539,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,"Great Britain"
397,1,"GER 16TH PZ DIV(-)(+)","MG SICKENIUS","14730",1,"14730",,"1112",,0,89,0,89,108,112,,,,"FF",,,,,,"PP","RR","SS",15,-15,15,-15,3,"Germany"
398,0,"BR 46TH INF DIV(+)","MG HAWKESWORTH","12917",1,"12917",514,"1164","12267",0,30,0,30,146,40,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,"Great Britain"
398,1,"GER HERMANN GOERING PZ DIV(+)","MG SCHMALTZ","15000",1,"15000",,"900",,0,108,0,108,164,112,,,,"FF",,,,,,"PP","RR","SS",15,-15,15,-15,3,"Germany"
399,0,"US 45TH INF DIV(+)","MG MIDDLETON","12691",1,"12691",0,"317","12374",0,106,17,89,112,170,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,"USA"
399,1,"GER 16TH PZ DIV(-)(+)","MG SICKENIUS","14733",1,"14733",,"702",,0,98,0,98,106,24,,1,,"FF",,,,,,"PP","RR","SS",15,-15,15,-15,4,"Germany"
4,0,"IMP ARMY","WALLENSTEIN","16000",1,"16000",0,"1000","15000",10000,0,0,0,,0,0,0,0,"DO","DE",,,,"0","BB","PS",,25,0,20,0,9,"Holy Roman Empire"
4,1,"PROT UNION ARMY","MANSFIELD","8500",1,"8500",0,"3000","5500",2500,0,0,0,9,0,0,9,0,"FF",,,,,,"WL",,,29,0,33,0,3,"Protestant Union"
40,0,"ENG ARMY","MACKAY","3400",1,"3400",0,"1900","1500",100,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,17,0,84,0,2,"England"
40,1,"SCOTS REB ARMY","DUNDEE","2800",1,"2800",0,"600","2200",,0,0,0,0,0,0,0,0,"FF",,,,,,"BB","PS",,114,0,0,-33,8,"Jacobites"
400,0,"GER 26TH PZ DIV (ELMS) & 16TH PZ DIV (ELMS)","MG LUETTWITZ","6995",1,"6995",,"110",,0,58,0,58,80,31,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
400,1,"BR 56TH INF DIV(+)","MG TEMPLER","14730",1,"14730",0,"300","14430",0,97,4,93,152,94,,,,"FF",,,,,,"PP",,,10,-10,10,-10,7,"Great Britain"
401,0,"GER 26TH PZ DIV(+)(-)","MG LUETTWITZ","6702",1,"6702",,"120",,0,59,0,59,80,10,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
401,1,"US 45TH INF DIV(+)","MG MIDDLETON","15576",1,"15576",,"386",,0,106,17,89,106,156,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,6,"USA"
402,0,"BR 46TH INF DIV(+)","MG HAWKESWORTH","18912",1,"18912",337,"255","18994",0,96,4,92,152,33,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,"Great Britain"
402,1,"GER HERMANN GOERING PZ DIV(+)","MG SCHMALTZ","13300",1,"13300",,"400",,0,108,0,108,164,31,,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,4,"Germany"
403,0,"GER 15TH PZ GR DIV(-)","MG RODT","8068",1,"8068",,"80",,0,39,0,39,45,0,,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,"Germany"
403,1,"BR 7TH ARMD DIV(-)","MG ERSKINE","14557",1,"14557",,"370",,0,158,3,155,68,0,,,0,"RC",,,,,,"PP",,,10,-10,10,-10,7,"Great Britain"
404,0,"GER 3RD PZ GR DIV(+)","MG BAADE","6435",1,"6435",,"52",,0,42,0,42,51,27,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
404,1,"US 34TH INF DIV(+)","MG RYDER","18210",1,"18210",,"140",,0,106,17,89,104,8,,0,,"RC",,,,,,"PP",,,5,-5,5,-5,6,"USA"
405,0,"GER HERMANN GOERING PZ DIV(-)","MG SCHMALTZ","8000",1,"8000",0,"94","7906",0,22,0,22,59,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,8,"Germany"
405,1,"BR 56TH INF DIV(+)","BG LYNE","16857",1,"16857",0,"420","16437",0,73,1,72,160,14,,,,"RC",,,,,,"RR",,,10,-10,10,-10,2,"Great Britain"
406,0,"GER 15TH PZ GR DIV(1/2)","MG RODT","8158",1,"8158",,"40",,0,39,0,39,45,0,,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,5,"Germany"
406,1,"BR 46TH INF DIV(+)","MG HAWKESWORTH","17765",1,"17765",,"500",,0,51,0,51,199,55,,,,"RC",,,"EE","RF",,"PP",,,10,-10,10,-10,6,"Great Britain"
407,0,"GER 3RD PZ GR DIV(-)(+)","MG LUETTWITZ","6435",1,"6435",,"130",,0,44,0,44,43,53,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
407,1,"US 45TH INF DIV(+)","MG MIDDLETON","21265",1,"21265",,"133",,0,106,17,89,89,0,,0,0,"FF","DE",,,,,"PP",,,5,-5,5,-5,6,"USA"
408,0,"GER HERMANN GOERING PZ DIV(-)","MG SCHMALTZ","7250",1,"7250",,"76",,0,22,0,22,59,10,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
408,1,"US 3RD INF DIV","MG TRUSCOTT","18476",1,"18476",,"267",,0,106,17,89,113,33,,0,,"RC",,,"FE",,,"PP",,,5,-5,5,-5,7,"USA"
409,0,"GER 3RD PZ GR DIV(-)","MG BAADE","5152",1,"5152",,"103",,0,55,0,,51,116,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,6,"Germany"
409,1,"US 34TH INF DIV(+)","MG RYDER","17034",1,"17034",,"65",,0,106,17,89,101,54,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,5,"USA"
41,0,"ALLIED ARMY","WALDECK","35000",1,"35000",0,"130","34870",,0,0,0,,0,0,,0,"DO","DE",,,,"0","PP",,,0,-14,131,-28,7,"Dutch Republic"
41,1,"FR ARMY","D'HUMIERES","24000",1,"24000",0,"2000","22000",,0,0,0,20,0,0,6,0,"FF",,,,,,"PP","WD",,0,-8,0,-70,4,"France"
410,0,"GER 15TH PZ GR DIV (-)","MG RODT","8138",1,"8138",,"45",,0,40,0,40,45,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
410,1,"BR 7TH ARMD DIV","MG ERSKINE","14600",1,"14600",,"125",,0,158,3,155,68,0,,,0,"RC",,,,,,"PP",,,10,-10,10,-10,6,"Great Britain"
411,0,"GER HERMANN GOERING PZ DIV(1/2)","MG SCHMALTZ","7239",1,"7239",,"66",,0,22,0,22,49,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
411,1,"BR 56TH INF DIV (ELMS)","MG TEMPLER","16400",1,"16400",,"200",,0,73,1,72,112,48,,,,"FF",,,,,,"PP",,,10,-10,10,-10,6,"Great Britain"
412,0,"GER 15TH PZ GR DIV(1/2)","MG RODT","8128",1,"8128",,"138",,0,39,0,39,45,3,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
412,1,"BR 46TH INF DIV(+)","MG HAWKESWORTH","17500",1,"17500",,"220",,0,51,0,51,168,26,,,,"RC",,,,,,"PP",,,10,-10,10,-10,6,"Great Britain"
413,0,"GER 15TH PZ GR DIV(1/2)","MG RODT","8088",1,"8088",,"44",,0,39,0,39,45,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,7,"Germany"
413,1,"BR 7TH ARMD DIV","MG ERSKINE","14000",1,"14000",,"75",,0,158,3,155,68,0,,,0,"FF",,,,,,"PP","SS",,10,-10,10,-10,3,"Great Britain"
414,0,"GER 3RD PZ GR DIV(-)(+)","MG BAADE","6321",1,"6321",,"185",,0,30,0,30,41,48,,,,"DO","FF",,,,"0","PP","RR","WD",10,-10,10,-10,5,"Germany"
414,1,"US 34TH INF DIV(+)","MG RYDER","16870",1,"16870",,"416",,0,106,17,89,92,83,,,,"FF",,,,,,"PP",,,5,-5,5,-5,6,"USA"
415,0,"GER 15TH PZ GR DIV(1/2)","MG RODT","6750",1,"6750",,"33",,0,38,0,38,41,14,,,,"DD",,,,,"0",,,,15,-15,15,-15,7,"Germany"
415,1,"BR 56TH INF DIV","MG TEMPLER","19513",1,"19513",,"240",,0,45,1,44,160,90,,,,"FF",,,,,,"PP","RR",,10,-10,10,-10,3,"Great Britain"
416,0,"GER 3RD PZ GR DIV(1/2)","MG BAADE","6566",1,"6566",,"142",,0,54,0,54,50,48,,,,"DD",,,,,"0",,,,15,-15,15,-15,6,"Germany"
416,1,"US 3RD INF DIV","MG TRUSCOTT","16600",1,"16600",,"361",,0,106,17,89,110,238,,1,,"FF",,,"EE","LF",,"PP","RR","SS",5,-5,5,-5,5,"USA"
417,0,"GER 3RD PZ GR DIV","MG BAADE","6566",1,"6566",,"25",,0,54,0,54,50,146,,,,"DD",,,,,"0",,,,15,-15,15,-15,8,"Germany"
417,1,"US 45TH INF DIV","MG MIDDLETON","17404",1,"17404",,"155",,0,106,17,89,110,18,2,0,,"FF",,,"FF",,,"RR",,,5,-5,5,-5,3,"USA"
418,0,"BR 56TH INF DIV(1/3)","MG TEMPLER","5200",1,"5200",,"310",,0,0,0,0,112,24,0,,,"DD",,,,,"0","WD",,,10,-10,10,-10,2,"Germany"
418,1,"GER 15TH PZ GR DIV(1/2)","MG RODT","7942",1,"7942",,"34",,0,40,0,40,41,19,,,,"FF",,,,,,"RR","PP",,15,-15,15,-15,7,"Germany"
419,0,"GER 3RD PZ GR DIV(1/2)","MG BAADE","7942",1,"7942",,"118",,0,42,0,42,53,58,,,,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,5,"Germany"
419,1,"US 3RD INF DIV(-)","MG TRUSCOTT","16350",1,"16350",,"165",,0,106,17,89,106,132,,0,,"FF","EE","LF","FF",,,"RR","PP","SS",5,-5,5,-5,5,"USA"
42,0,"ALLIED ARMY","WALDECK","38000",1,"38000",0,"19000","19000",,0,0,0,,0,0,49,0,"DD",,,,,"0","WL",,,0,-21,0,-37,3,"Dutch Republic"
42,1,"FR ARMY","LUXEMBOURG","50000",1,"50000",0,"6000","44000",,0,0,0,,0,0,,0,"DE",,,,,,"BB","PS",,0,-20,20,-10,9,"France"
420,0,"GER 15TH PZ GR DIV(-)(+)","MG RODT","7588",1,"7588",,"20",,0,12,0,12,37,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,6,"Germany"
420,1,"BR 46TH INF DIV(+)","MG HAWKESWORTH","17765",1,"17765",,"250",,0,51,0,51,130,26,,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,4,"Great Britain"
421,0,"GER 15TH PZ GR DIV(1/4)","MG RODT","3288",1,"3288",,"141",,0,12,0,12,34,0,,,0,"DO","FF",,,,"0","PP","RR","WD",15,-15,15,-15,3,"Germany"
