"isqno","war","name","locn","campgn","postype","post1","post2","front","depth","time","aeroa","surpa","cea","leada","trnga","morala","logsa","momnta","intela","techa","inita","wina","kmda","crit","quala","resa","mobila","aira","fprepa","wxa","terra","leadaa","plana","surpaa","mana","logsaa","fortsa","deepa","is_hero","war2","war3","war4","war4_theater","dbpedia","cow_warno","cow_warname","war_initiator","parent"
70,"THE SEVEN YEAR'S WAR","LEUTHEN","SILESIA","LEUTHEN",0,"HD",,0,0,0,0,2,1,1,0,0,0,0,1,0,1,1,3.2,1,2,0,1,0,0,0,1,2,1,2,0,0,0,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Leuthen",,"",1,
71,"THE SEVEN YEAR'S WAR","CREFELD","WESTPHALIA","RHINELAND 1758",0,"HD",,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,5,1,0,0,0,0,0,0,,1,2,1,0,0,0,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Krefeld",,"",1,
72,"THE SEVEN YEAR'S WAR","ZORNDORF","PRUSSIA","ZORNDORF",0,"HD",,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,2,1,,1,0,0,0,,1,0,0,0,0,0,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Zorndorf",,"",1,
73,"THE SEVEN YEAR'S WAR","HOCHKIRCH","SAXONY","HOCHKIRK",0,"PD",,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1.5,1,0,0,0,0,0,0,,0,2,2,0,0,,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Hochkirch",,"",0,
74,"THE SEVEN YEAR'S WAR","BERGEN","RHINELAND","BERGEN",1,"HD","PD",1,0,0,0,0,0,0,0,0,0,0,,0,0,,,2,0,,0,0,0,0,,0,,0,0,0,0,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Bergen_(1759)",,"",1,
75,"THE SEVEN YEAR'S WAR","MINDEN","RHINELAND","MINDEN",0,"HD",,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,,1,1,0,0,0,0,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Minden",,"",1,
76,"THE SEVEN YEAR'S WAR","KUNERSDORF","PRUSSIA","KUNERSDORF",0,"PD",,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,,0,,0,,0,,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Kunersdorf",,"",1,
77,"THE SEVEN YEAR'S WAR","PLAINS OF ABRAHAM (QUEBEC)","CANADA","QUEBEC",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_the_Plains_of_Abraham",,"",0,
78,"THE SEVEN YEAR'S WAR","MAXEN","SAXONY","MAXEN",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Maxen",,"",0,
79,"THE SEVEN YEAR'S WAR","WARBURG","WESTPHALIA","HONOVER 1760",0,"HD",,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,7,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Warburg",,"",1,
80,"THE SEVEN YEAR'S WAR","LIEGNITZ","SILESIA","SILESIA 1760",0,"HD",,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Liegnitz_(1760)",,"",0,
81,"THE SEVEN YEAR'S WAR","TORGAU","SILESIA","SILESIA 1760",0,"PD",,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,0,,,0,0,0,0,0,1,0,1,"THE SEVEN YEAR'S WAR","THE SEVEN YEAR'S WAR","Seven Years' War of 1754-1763","","http://dbpedia.org/resource/Battle_of_Torgau",,"",1,
82,"AMERICAN REVOLUTION","BUNKER HILL","MASSACHUSETTS","SIEGE OF BOSTON",1,"HD","PD",1,0,0,0,0,1,0,2,0,0,0,,0,0,1,2,1,1,1,0,0,0,0,,0,0,0,0,0,,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Bunker_Hill",,"",1,
83,"AMERICAN REVOLUTION","QUEBEC","CANADA","CANADA INVASION 1775-76",0,"FD",,0,0,0,0,0,0,0,,0,0,0,0,0,1,,0,1,0,0,0,0,0,1,0,0,0,0,,0,,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Quebec_(1775)",,"",0,
84,"AMERICAN REVOLUTION","WHITE PLAINS","NEW YORK","NEW YORK 1776",0,"HD",,0,0,0,0,0,2,0,2,0,0,1,0,0,2,1,0.6,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_White_Plains",,"",1,
85,"AMERICAN REVOLUTION","TRENTON","NEW JERSEY","NEW JERSEY 1776-77",0,"HD",,0,0,0,0,2,0,3,0,0,0,0,2,0,2,1,0.9,1,0,0,0,0,0,1,0,2,1,2,0,0,0,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Trenton",,"",0,
86,"AMERICAN REVOLUTION","PRINCETON","NEW JERSEY","NEW JERSEY 1776-77",0,"HD",,0,0,0,0,2,0,2,0,0,0,0,2,0,1,1,1.5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Princeton",,"",0,
87,"AMERICAN REVOLUTION","FREEMAN'S FARM","NEW YORK","SARATOGA",0,"HD",,0,0,0,0,0,0,,0,0,0,0,,0,0,0,1,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battles_of_Saratoga",,"",1,
88,"AMERICAN REVOLUTION","GERMANTOWN","PENNSYLVANIA","PHILADELPHIA 1777-78",0,"HD",,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Germantown",,"",0,
89,"AMERICAN REVOLUTION","BEMIS HEIGHTS","NEW YORK","SARATOGA",0,"FD",,0,0,0,0,0,0,,0,0,,0,0,0,1,,,1,0,0,0,0,0,0,,,0,0,0,,0,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battles_of_Saratoga",,"",1,
90,"AMERICAN REVOLUTION","MONMOUTH COURT HOUSE","NEW JERSEY","NEW JERSEY 1778",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,0,0,0,0,0,0,,,0,0,0,0,0,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Monmouth",,"",1,
91,"AMERICAN REVOLUTION","CAMDEN","SOUTH CAROLINA","CAMDEN",0,"HD",,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Camden",,"",1,
92,"AMERICAN REVOLUTION","COWPENS","SOUTH CAROLINA","SOUTHERN 1780-81",0,"HD",,0,0,0,0,,0,,0,0,0,0,0,0,0,,,1,0,,0,0,0,0,,,,,0,0,0,,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Cowpens",,"",1,
93,"AMERICAN REVOLUTION","GUILFORD COURT HOUSE","NORTH CAROLINA","SOUTHERN 1780-81",0,"HD",,0,0,0,0,0,2,0,1,0,0,0,,0,0,1,2.4,2,1,0,0,0,0,0,,0,,0,0,0,0,,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Guilford_Court_House",,"",1,
94,"AMERICAN REVOLUTION","HOBKIRK'S HILL","SOUTH CAROLINA","SOUTHERN 1780-81",0,"HD",,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,3.2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Hobkirk%27s_Hill",,"",1,
95,"AMERICAN REVOLUTION","EUTAW SPRINGS","SOUTH CAROLINA","SOUTHERN 1780-81",1,"HD","PD",0,1,0,0,1,,0,,0,0,0,2,0,0,,0,1,,0,0,0,0,0,0,0,1,1,0,0,,0,1,"AMERICAN REVOLUTION","AMERICAN REVOLUTION","American Revolutionary War of 1775-1783","","http://dbpedia.org/resource/Battle_of_Eutaw_Springs",,"",0,
96,"WAR OF THE FIRST COALITION","VALMY","FRANCE","FRANCE 1792",0,"HD",,0,0,0,0,0,1,0,1,,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Valmy",,"",0,
97,"WAR OF THE FIRST COALITION","JEMAPPES","AUSTRIAN NETHERLANDS","FLANDERS 1792",0,"PD",,0,0,0,0,0,,0,,1,0,0,0,0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Jemappes",,"",1,
98,"WAR OF THE FIRST COALITION","NEERWINDEN","AUSTRIAN NETHERLANDS","FLANDERS 1793",0,"PD",,0,0,0,0,0,,0,,1,0,0,0,0,0,,0,1,,0,,0,0,0,0,0,,0,0,0,,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Neerwinden_(1793)",,"",1,
99,"WAR OF THE FIRST COALITION","HONDSCHOOTE","FRANCE","FLANDERS 1793",0,"PD",,0,0,0,0,0,,0,,1,0,0,0,0,1,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Hondshoote_(1793)",,"",1,
100,"WAR OF THE FIRST COALITION","WATTIGNIES","AUSTRIAN NETHERLANDS","FLANDERS 1793",0,"PD",,0,0,0,0,1,,0,,1,0,1,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Wattignies",,"",1,
101,"WAR OF THE FIRST COALITION","FLEURUS","AUSTRIAN NETHERLANDS","FLANDERS 1794",0,"HD",,0,0,0,0,0,,0,,1,0,0,,0,0,,0,2,0,,0,0,,0,0,0,0,0,0,0,0,,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Fleurus_(1794)",,"",0,
102,"WAR OF THE FIRST COALITION","LODI","NORTH ITALY","ITALY 1796",0,"HD",,0,0,0,0,2,1,1,0,1,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Lodi",,"",1,
103,"WAR OF THE FIRST COALITION","CASTIGLIONE","NORTH ITALY","ITALY 1796",0,"HD",,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,2.5,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Castiglione",,"",1,
104,"WAR OF THE FIRST COALITION","NERESHEIM","GERMANY","GERMANY 1796",0,"HD",,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,,,1,0,1,0,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Neresheim",,"",0,
105,"WAR OF THE FIRST COALITION","WUERZBURG","GERMANY","GERMANY 1796",0,"HD",,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Würzburg",,"",0,
106,"WAR OF THE FIRST COALITION","ARCOLA","NORTH ITALY","ITALY 1796",2,"HD","PD",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_the_Bridge_of_Arcole",,"",1,
107,"WAR OF THE FIRST COALITION","RIVOLI","NORTH ITALY","ITALY 1797",1,"HD","PD",1,0,0,0,0,0,,0,0,0,0,0,0,0,,,1,0,,0,0,0,0,,,,0,0,0,0,,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_Rivoli",,"",0,
108,"WAR OF THE FIRST COALITION","PYRAMIDS","EGYPT","EGYPT",1,"HD","PD",1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,3,1,1,0,0,0,0,,,1,0,0,0,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the First Coalition of 1792-1797","","http://dbpedia.org/resource/Battle_of_the_Pyramids",,"",1,
109,"WAR OF THE SECOND COALITION","STOCKACH I","GERMANY","GERMANY 1799",0,"HD",,0,0,0,0,0,0,,0,0,0,0,0,0,1,,0,1,0,,,0,,0,0,,0,0,0,0,0,0,1,"WAR OF THE SECOND COALITION","THE NAPOLEONIC WARS","War of the Second Coalition of 1798-1802","","http://dbpedia.org/resource/Battle_of_Stockach_(1799)",,"",1,
110,"WAR OF THE FIRST COALITION","MOUNT TABOR","PALESTINE","EGYPT (PALESTINE)",0,"HD",,0,0,0,0,0,,,,0,0,0,0,,0,,0,1,,,0,0,0,0,0,,0,0,0,0,0,0,1,"WAR OF THE FIRST COALITION","THE NAPOLEONIC WARS","War of the Second Coalition of 1798-1802","","http://dbpedia.org/resource/Battle_of_Mount_Tabor_(1799)",,"",0,
111,"WAR OF THE SECOND COALITION","ZURICH I","SWITZERLAND","SWITZERLAND 1799",1,"PD","FD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1,"WAR OF THE SECOND COALITION","THE NAPOLEONIC WARS","War of the Second Coalition of 1798-1802","","http://dbpedia.org/resource/First_Battle_of_Zurich",,"",0,
112,"WAR OF THE SECOND COALITION","NOVI","NORTH ITALY","ITALY 1799",0,"PD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"WAR OF THE SECOND COALITION","THE NAPOLEONIC WARS","War of the Second Coalition of 1798-1802","","http://dbpedia.org/resource/Battle_of_Novi_(1799)",,"",0,
113,"WAR OF THE SECOND COALITION","ZURICH III","SWITZERLAND","SWITZERLAND 1799",1,"PD","FD",1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,8,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,"WAR OF THE SECOND COALITION","THE NAPOLEONIC WARS","War of the Second Coalition of 1798-1802","","http://dbpedia.org/resource/Second_Battle_of_Zurich",,"",1,
114,"WAR OF THE SECOND COALITION","MOESKIRCH","GERMANY","GERMANY 1800",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"WAR OF THE SECOND COALITION","THE NAPOLEONIC WARS","War of the Second Coalition of 1798-1802","","http://dbpedia.org/resource/Battle_of_Messkirch",,"",1,
115,"WAR OF THE SECOND COALITION","MARENGO","NORTH ITALY","ITALY 1800",0,"HD",,0,0,0,0,1,0,,0,0,0,0,1,0,,,,1,0,,0,0,0,0,0,,0,0,0,0,0,0,1,"WAR OF THE SECOND COALITION","THE NAPOLEONIC WARS","War of the Second Coalition of 1798-1802","","http://dbpedia.org/resource/Battle_of_Marengo",,"",0,
116,"WAR OF THE SECOND COALITION","HOHENLINDEN","GERMANY","GERMANY 1800",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,1,"WAR OF THE SECOND COALITION","THE NAPOLEONIC WARS","War of the Second Coalition of 1798-1802","","http://dbpedia.org/resource/Battle_of_Hohenlinden",,"",0,
117,"THE NAPOLEONIC WARS","AUSTERLITZ","MORAVIA","THIRD COALITION",0,"HD",,0,0,0,0,,,,0,0,1,1,,0,,,,1,,0,,0,0,0,0,,,,0,0,0,0,1,"WAR OF THE THIRD COALITION","THE NAPOLEONIC WARS","War of the Third Coalition of 1803-1806","","http://dbpedia.org/resource/Battle_of_Austerlitz",,"",0,
118,"THE NAPOLEONIC WARS","JENA","PRUSSIA","JENA",0,"HD",,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,12,1,1,1,1,0,0,0,0,4,1,0,1,0,0,0,1,"WAR OF THE THIRD COALITION","THE NAPOLEONIC WARS","War of the Fourth Coalition of 1806-1807","","http://dbpedia.org/resource/Battle_of_Jena-Auerstedt",,"",1,
119,"THE NAPOLEONIC WARS","AUERSTADT","PRUSSIA","JENA",0,"HD",,0,0,0,0,,,,,0,0,0,0,0,0,,,1,,0,0,0,1,0,0,,,,0,0,0,0,1,"WAR OF THE THIRD COALITION","THE NAPOLEONIC WARS","War of the Fourth Coalition of 1806-1807","","http://dbpedia.org/resource/Battle_of_Jena-Auerstedt",,"",0,
120,"THE NAPOLEONIC WARS","EYLAU","PRUSSIA","POLAND 1807",0,"HD",,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"WAR OF THE THIRD COALITION","THE NAPOLEONIC WARS","War of the Fourth Coalition of 1806-1807","","http://dbpedia.org/resource/Battle_of_Eylau",,"",1,
121,"THE NAPOLEONIC WARS","FRIEDLAND","PRUSSIA","POLAND 1807",0,"HD",,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,"WAR OF THE THIRD COALITION","THE NAPOLEONIC WARS","War of the Fourth Coalition of 1806-1807","","http://dbpedia.org/resource/Battle_of_Friedland",,"",1,
122,"THE NAPOLEONIC WARS","VIMIERO","PORTUGAL","PENINSULAR 1808",0,"PD",,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,1,0,,0,0,,0,0,,0,0,0,0,,0,1,"THE PENINSULAR WAR, 1807-1809","THE NAPOLEONIC WARS","Peninsular War of 1808-1814","","http://dbpedia.org/resource/Battle_of_Vimeiro",,"",1,
123,"THE NAPOLEONIC WARS","CORUNNA","SPAIN","PENINSULAR 1809",0,"FD",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,1,0,0,0,0,,0,0,0,0,,0,1,"THE PENINSULAR WAR, 1807-1809","THE NAPOLEONIC WARS","Peninsular War of 1808-1814","","http://dbpedia.org/resource/Battle_of_Corunna",,"",1,
124,"THE NAPOLEONIC WARS","ECKMUEHL","AUSTRIA","WAGRAM",0,"HD",,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,1,0,,0,0,0,0,0,,0,0,0,0,0,0,1,"WAR AGAINST AUSTRIA, 1809","THE NAPOLEONIC WARS","War of the Fifth Coalition of 1809","","http://dbpedia.org/resource/Battle_of_Eckmühl",,"",1,
125,"THE NAPOLEONIC WARS","ASPERN-ESSLING","AUSTRIA","WAGRAM",0,"HD",,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,,1,"WAR AGAINST AUSTRIA, 1809","THE NAPOLEONIC WARS","War of the Fifth Coalition of 1809","","http://dbpedia.org/resource/Battle_of_Aspern-Essling",,"",1,
126,"THE NAPOLEONIC WARS","THE RAAB","HUNGARY","WAGRAM",0,"HD",,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"WAR AGAINST AUSTRIA, 1809","THE NAPOLEONIC WARS","War of the Fifth Coalition of 1809","","http://dbpedia.org/resource/Battle_of_Raab",,"",0,
127,"THE NAPOLEONIC WARS","WAGRAM","AUSTRIA","WAGRAM",0,"HD",,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,6,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"WAR AGAINST AUSTRIA, 1809","THE NAPOLEONIC WARS","War of the Fifth Coalition of 1809","","http://dbpedia.org/resource/Battle_of_Wagram",,"",0,
128,"THE NAPOLEONIC WARS","TALAVERA","SPAIN","PENINSULAR 1809",0,"PD",,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,2,0,,0,0,,0,0,,0,0,0,0,,0,1,"THE PENINSULAR WAR, 1809-1814","THE NAPOLEONIC WARS","Peninsular War of 1808-1814","","http://dbpedia.org/resource/Battle_of_Talavera",,"",1,
129,"THE NAPOLEONIC WARS","BUSSACO","PORTUGAL","PENINSULAR 1810",2,"HD","PD",0,0,0,0,0,0,,0,0,0,1,0,0,1,,0,2,0,0,1,0,0,0,,,0,0,0,0,0,0,1,"THE PENINSULAR WAR, 1809-1814","THE NAPOLEONIC WARS","Peninsular War of 1808-1814","","http://dbpedia.org/resource/Battle_of_Bussaco",,"",1,
130,"THE NAPOLEONIC WARS","FUENTES DE ONORO","SPAIN","PENINSULAR 1811",0,"PD",,0,0,0,0,0,0,,0,,0,0,0,0,0,,,2,0,,1,0,0,0,,,0,0,0,0,0,0,1,"THE PENINSULAR WAR, 1809-1814","THE NAPOLEONIC WARS","Peninsular War of 1808-1814","","http://dbpedia.org/resource/Battle_of_Fuentes_de_Oñoro",,"",1,
131,"THE NAPOLEONIC WARS","ALBUERA","SPAIN","PENINSULAR 1811",0,"HD",,0,0,0,0,2,0,0,0,0,0,0,1,0,1,,0,2,0,,0,0,,0,0,0,0,1,0,0,0,0,1,"THE PENINSULAR WAR, 1809-1814","THE NAPOLEONIC WARS","Peninsular War of 1808-1814","","http://dbpedia.org/resource/Battle_of_Albuera",,"",1,
132,"THE NAPOLEONIC WARS","SALAMANCA","SPAIN","PENINSULAR 1812",0,"HD",,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,"THE PENINSULAR WAR, 1809-1814","THE NAPOLEONIC WARS","Peninsular War of 1808-1814","","http://dbpedia.org/resource/Battle_of_Salamanca",,"",0,
133,"THE NAPOLEONIC WARS","VITTORIA","SPAIN","PENINSULAR 1813",0,"HD",,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,"THE PENINSULAR WAR, 1809-1814","THE NAPOLEONIC WARS","Peninsular War of 1808-1814","","http://dbpedia.org/resource/Battle_of_Vittoria",,"",0,
134,"THE NAPOLEONIC WARS","BORODINO","RUSSIA","RUSSIA 1812",1,"HD","PD",1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,,0,1,"WAR WITH RUSSIA, 1812","THE NAPOLEONIC WARS","French Invasion of Russia of 1812","","http://dbpedia.org/resource/Battle_of_Borodino",,"",1,
135,"THE NAPOLEONIC WARS","LUETZEN","SAXONY","LEIPZIG 1813",0,"HD",,0,0,0,0,1,0,,1,0,0,0,1,0,0,,0,1,1,,0,0,,0,0,,0,1,0,0,0,0,1,"LEIPZIG CAMPAIGN, 1813","THE NAPOLEONIC WARS","War of the Sixth Coalition of 1812-1814","","http://dbpedia.org/resource/Battle_of_Lützen_(1813)",,"",0,
136,"THE NAPOLEONIC WARS","BAUTZEN","SAXONY","LEIPZIG 1813",1,"HD","PD",1,1,1,0,0,0,1,,0,0,0,1,0,1,1,10,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"LEIPZIG CAMPAIGN, 1813","THE NAPOLEONIC WARS","War of the Sixth Coalition of 1812-1814","","http://dbpedia.org/resource/Battle_of_Bautzen",,"",1,
137,"THE NAPOLEONIC WARS","DRESDEN","SAXONY","LEIPZIG 1813",1,"HD","PD",1,1,0,0,0,0,,0,0,0,0,,0,0,,,1,0,,0,0,0,0,0,,0,0,0,0,,0,1,"LEIPZIG CAMPAIGN, 1813","THE NAPOLEONIC WARS","War of the Sixth Coalition of 1812-1814","","http://dbpedia.org/resource/Battle_of_Dresden",,"",0,
138,"THE NAPOLEONIC WARS","LEIPZIG","SAXONY","LEIPZIG 1813",0,"HD",,0,0,0,0,1,0,,0,0,0,1,0,0,1,1,12,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,1,"LEIPZIG CAMPAIGN, 1813","THE NAPOLEONIC WARS","War of the Sixth Coalition of 1812-1814","","http://dbpedia.org/resource/Battle_of_Leipzig",,"",0,
139,"THE NAPOLEONIC WARS","HANAU","HESSE","LEIPZIG 1813",0,"HD",,0,0,0,0,0,0,2,0,,0,1,0,0,1,1,4,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,"LEIPZIG CAMPAIGN, 1813","THE NAPOLEONIC WARS","War of the Sixth Coalition of 1812-1814","","http://dbpedia.org/resource/Battle_of_Hanau",,"",1,
