"isqno","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
121,"FR ARMY","NAPOLEON I",80000,"FR ARMY",17000,63000,8000,72000,,0,0,0,110,0,0,0,0,"FF","EE","RF",,,,"BB","PS",,9,0,51,0,9,TRUE,"FR ARMY","France"
122,"FR ARMY","JUNOT",13050,"FR ARMY",13050,0,1800,11250,1950,0,0,0,23,0,0,14,0,"FF","EE","LF",,,,"RR","WD",,7,-1,39,0,4,TRUE,"FR ARMY","France"
123,"FR ARMY","SOULT",20600,"FR ARMY",20600,0,1600,19000,4500,0,0,0,40,0,0,,0,"FF",,,,,,"RR",,,2,-26,88,-44,4,TRUE,"FR ARMY","France"
124,"AUS ARMY","ARCHDUKE CHARLES",74000,"AUS ARMY",74000,0,12000,62000,8000,0,0,0,,0,0,12,0,"FF",,,,,,"RR","WD",,0,-53,42,-50,4,TRUE,"AUS ARMY","Austria"
125,"AUS ARMY","ARCHDUKE CHARLES",99000,"AUS ARMY",99000,0,23000,76000,14500,0,0,0,264,0,0,6,0,"FF","DE",,,,,"SS",,,0,-24,2,0,7,TRUE,"AUS ARMY","Austria"
126,"FR ARMY","EUGENE",35000,"FR ARMY",35000,0,4000,31000,6000,0,0,0,,0,0,,0,"FF","EE","LF",,,,"BB",,,0,-31,0,-25,8,TRUE,"FR ARMY","France"
127,"FR ARMY","NAPOLEON I",140000,"FR ARMY",,,34000,106000,30000,0,0,0,554,0,0,,0,"EE","LF",,"FF",,,"PP",,,35,0,9,-12,7,TRUE,"FR ARMY","France"
128,"FR ARMY","JOSEPH BONAPARTE",46000,"FR ARMY",46000,0,7300,38700,8500,0,0,0,80,0,0,7,0,"FF","EE","LF",,,,"RR","WD",,22,-35,20,0,5,TRUE,"FR ARMY","France"
129,"FR ARMY OF PORTUGAL","MASSENA",65900,"FR ARMY OF PORTUGAL",65900,0,4500,61400,8400,0,0,0,114,0,0,,0,"FF",,,,,,"RR","SS",,1,-12,2,-1,4,TRUE,"FR ARMY OF PORTUGAL","France"
130,"FR ARMY","MASSENA",48260,"FR ARMY",48260,0,2700,45560,4660,0,0,0,38,0,0,,0,"FF","EE","RF",,,,"RR","SS",,0,-38,11,-19,5,TRUE,"FR ARMY","France"
131,"FR ARMY","SOULT",23000,"FR ARMY",23000,0,8000,15000,4000,0,0,0,,0,0,,0,"EE","RF",,"FF",,,"PP","RR","WD",5,-22,5,-5,6,TRUE,"FR ARMY","France"
132,"BR ALLIED ARMY","WELLINGTON",46000,"BR ALLIED ARMY",46000,0,6000,40000,6000,0,0,0,60,0,0,0,0,"FF",,,,,,"BB","PS",,6,-13,0,-13,7,TRUE,"BR ALLIED ARMY","Great Britain"
133,"BR ALLIED ARMY","WELLINGTON",79062,"BR ALLIED ARMY",79062,0,5148,73914,8317,0,0,0,90,0,0,0,0,"FF","DE",,,,,"BB","PS",,14,-11,17,-3,8,TRUE,"BR ALLIED ARMY","Great Britain"
134,"FR ARMY","NAPOLEON I",120000,"FR ARMY",120000,0,28000,92000,28000,0,0,0,587,0,0,13,0,"FF",,,"EE","LF",,"PP",,,11,-5,14,0,7,TRUE,"FR ARMY","France"
135,"RUSS & PR ARMIES","WITTGENSTEIN & BLUECHER",93000,"RUSS & PR ARMIES",93000,0,18000,75000,25000,0,0,0,500,0,0,,0,"FF",,,,,,"RR","WD",,0,-26,0,-44,4,TRUE,"RUSS & PR ARMIES","Russia|Prussia"
136,"FR ARMY","NAPOLEON I",199000,"FR ARMY",115000,84000,25000,174000,15000,0,0,0,300,0,0,,0,"FF","EE","RR",,,,"PP",,,1,-16,0,-20,6,TRUE,"FR ARMY","France"
137,"ALLIED (AUS, RUSS, PR)","SCHWARZENBERG",170000,"ALLIED (AUS, RUSS, PR)",158000,12000,40000,130000,20000,0,0,0,400,0,0,40,0,"FF",,,,,,"RR","WD",,18,0,0,-5,3,TRUE,"ALLIED (AUS, RUSS, PR)","Austria"
138,"ALLIED (AUS, RUSS, PR, SW) ARMY","SCHWARZENBERG",365000,"ALLIED (AUS, RUSS, PR, SW) ARMY",200000,165000,65000,300000,60000,0,0,0,1384,0,0,,0,"FF",,,,,,"RR","WD",,0,-17,23,-18,7,TRUE,"ALLIED (AUS, RUSS, PR, SW) ARMY","Austria"
139,"FR ARMY","NAPOLEON I",60000,"FR ARMY",30000,30000,5000,55000,12000,0,0,0,140,0,0,5,0,"FF","EE","LF",,,,"BB","PS",,0,-22,50,0,7,TRUE,"FR ARMY","France"
140,"ALLIED ARMY OF SILESIA","BLUECHER",110000,"ALLIED ARMY OF SILESIA",78000,32000,6000,104000,,0,0,0,100,0,0,,0,"FF",,,,,,"PP",,,12,0,0,-22,8,TRUE,"ALLIED ARMY OF SILESIA","Prussia"
141,"FR ARMY","NAPOLEON I",47600,"FR ARMY",37600,10000,6000,41600,,0,0,0,100,0,0,,0,"FF",,,,,,"PP","RR","WD",9,-37,100,0,4,TRUE,"FR ARMY","France"
142,"ALLIED ARMY OF BOHEMIA","SCHWARZENBERG",80000,"ALLIED ARMY OF BOHEMIA",20000,60000,3000,77000,,0,0,0,150,0,0,,0,"FF",,,,,,"PP","WD",,25,0,5,-5,7,TRUE,"ALLIED ARMY OF BOHEMIA","Austria"
143,"FR ARMY OF NORTH (ELEMENTS OF)","NAPOLEON I",67567,"FR ARMY OF NORTH (ELEMENTS OF)",49567,18000,12000,55567,13737,0,0,0,236,0,0,0,0,"FF",,,"EE","RR",,"PP","PS",,0,-3,14,-4,7,TRUE,"FR ARMY OF NORTH (ELEMENTS OF)","France"
144,"FR ARMY OF NORTH (ELEMENTS OF)","NEY",26741,"FR ARMY OF NORTH (ELEMENTS OF)",26741,0,4500,22241,6106,0,0,0,72,0,0,0,0,"FF",,,,,,"RR","SS",,0,-10,0,-9,6,TRUE,"FR ARMY OF NORTH (ELEMENTS OF)","France"
145,"FR ARMY OF NORTH (ELEMENTS OF)","NAPOLEON I",68265,"FR ARMY OF NORTH (ELEMENTS OF)",68265,0,25000,43265,15489,0,0,0,266,0,0,220,0,"FF",,,,,,"RR","WL",,9,0,32,0,3,TRUE,"FR ARMY OF NORTH (ELEMENTS OF)","France"
146,"US ARMY","HARRISON",3500,"US ARMY",3500,0,29,3471,,0,0,0,,0,0,0,0,"FF",,,"EE","RF",,"PP","PS",,0,-6,5,-5,7,TRUE,"US ARMY","USA"
147,"BR ARMY","RIALL",2100,"BR ARMY",2100,0,604,1496,200,0,0,0,6,0,0,2,0,"FF",,,,,,"RR","WL",,0,-14,0,-31,2,TRUE,"BR ARMY","Great Britain"
148,"US ARMY","BROWN",2000,"US ARMY",700,1300,860,1140,,0,0,0,16,0,0,,0,"FF","EE","LF",,,,"SS","WL",,29,0,5,-5,3,TRUE,"US ARMY","USA"
149,"BR ARMY","PAKENHAM",6000,"BR ARMY",6000,0,2600,3400,,0,0,0,24,0,0,,0,"FF",,,,,,"RR","WL",,21,0,0,-22,3,TRUE,"BR ARMY","Great Britain"
150,"PATRIOT ARMY","BOLIVAR",3000,"PATRIOT ARMY",3000,0,66,2934,,0,0,0,0,0,0,0,0,"FF",,,,,,"BB","PS",,0,-33,10,0,9,TRUE,"PATRIOT ARMY","Independentalists"
151,"PATRIOT ARMY","BOLIVAR",6400,"PATRIOT ARMY",6400,0,200,6200,2500,0,0,0,,0,0,0,0,"FF",,,"EE","RF",,"BB","PS",,2,0,10,0,9,TRUE,"PATRIOT ARMY","Independentalists"
152,"PATRIOT ARMY","BOLIVAR",1800,"PATRIOT ARMY",1800,0,531,1269,,0,0,0,0,0,0,,0,"FF",,,"EE","RF",,"PP",,,11,0,0,-14,7,TRUE,"PATRIOT ARMY","Independentalists"
153,"SP ARMY","AYMERICH",2500,"SP ARMY",2500,0,590,1910,300,0,0,0,14,0,0,14,0,"FF",,,,,,"RR","WL",,0,-20,1,0,3,TRUE,"SP ARMY","Spain"
154,"PATRIOT ARMY","BOLIVAR",2000,"PATRIOT ARMY",2000,0,145,1855,2000,0,0,0,0,0,0,,0,"FF","EE","RF",,,,"BB","PS",,0,-55,3,0,9,TRUE,"PATRIOT ARMY","Independentalists"
155,"SP ARMY","LA SERNA",9310,"SP ARMY",9310,0,2500,6810,,0,0,0,11,0,0,11,0,"FF",,,"EE","LF",,"RR","WL",,7,0,124,0,2,TRUE,"SP ARMY","Spain"
156,"TEXAN VOL ARMY","HOUSTON",743,"TEXAN VOL ARMY",743,0,39,704,,0,0,0,0,0,0,0,0,"FF",,,,,,"BB","PS",,0,-19,3,0,9,TRUE,"TEXAN VOL ARMY","Texas"
157,"US ARMY","TAYLOR",2288,"US ARMY",2288,0,48,2240,,0,0,0,20,0,0,0,0,"FF",,,,,,"PP",,,2,0,13,0,6,TRUE,"US ARMY","USA"
158,"US ARMY","TAYLOR",1700,"US ARMY",1700,0,122,1578,,0,0,0,16,0,0,0,0,"FF",,,,,,"PP","PS",,35,0,1,0,7,TRUE,"US ARMY","USA"
159,"MEX ARMY","SANTA ANNA",14000,"MEX ARMY",14000,0,2000,12000,,0,0,0,,0,0,,0,"FF",,,"EE","LR",,"RR","WD",,57,0,85,-25,2,TRUE,"MEX ARMY","Mexico"
160,"US ARMY","SCOTT",8500,"US ARMY",8500,0,431,8069,,0,0,0,7,0,0,0,0,"FF",,,"EE",,,"BB",,,6,0,0,-7,8,TRUE,"US ARMY","USA"
161,"US ARMY","PILLOW",4500,"US ARMY",4500,0,60,4440,,0,0,0,,0,0,0,0,"FF",,,"EE","LR",,"BB","PS",,0,-11,0,-3,9,TRUE,"US ARMY","USA"
162,"US ARMY","SCOTT",8497,"US ARMY",8497,0,996,7501,,0,0,0,,0,0,0,0,"FF",,,"EE","RR",,"BB","PS",,6,-11,2,0,7,TRUE,"US ARMY","USA"
163,"US ARMY","WORTH",3100,"US ARMY",3100,0,792,2308,300,0,0,0,9,0,0,0,0,"FF",,,"EE","LF",,"BB","PS",,11,-3,1,-1,7,TRUE,"US ARMY","USA"
164,"US ARMY","SCOTT",7180,"US ARMY",7180,0,863,6317,,0,0,0,8,0,0,0,0,"FF",,,"EE","RR",,"BB","PS",,4,-3,0,-1,9,TRUE,"US ARMY","USA"
165,"BR, FR & TURK ARMIES","RAGLAN & SAINT-ARNAUD",65000,"BR, FR & TURK ARMIES",65000,0,2562,62438,1000,0,0,0,136,0,0,,0,"FF",,,,,,"PP",,,0,-9,5,0,6,TRUE,"BR, FR & TURK ARMIES","Great Britain|France"
166,"RUSS ARMY","MENSHIKOV",42000,"RUSS ARMY",42000,0,15187,26813,,0,0,0,106,0,0,,0,"FF",,,,,,"RR","WD",,0,-4,0,-21,3,TRUE,"RUSS ARMY","Russia"
167,"FR & PIED ARMY","NAPOLEON III",48090,"FR & PIED ARMY",48090,0,4530,43560,1207,0,0,0,87,0,0,,0,"FF",,,,,,"PP",,,3,0,2,0,5,TRUE,"FR & PIED ARMY","France"
168,"FR & PIED ARMY","NAPOLEON III",143000,"FR & PIED ARMY",143000,0,17400,125600,15000,0,0,0,420,0,0,,0,"FF",,,,,,"PP",,,0,-17,0,-3,5,TRUE,"FR & PIED ARMY","France"
169,"PR ARMY GROUP","MOLTKE",220000,"PR ARMY GROUP",105000,115000,9200,210800,27000,0,0,0,780,0,0,,0,"DE","FF",,,,,"PP",,,2,0,9,-2,7,TRUE,"PR ARMY GROUP","Prussia"
170,"ITAL ARMY","LA MARMORA",90000,"ITAL ARMY",,,8100,81900,7000,0,0,0,192,0,0,14,0,"FF",,,,,,"RR","WD",,0,-11,1,0,3,TRUE,"ITAL ARMY","Italy"
171,"US ARMY","MACDOWELL",35000,"US ARMY",35000,0,2896,32104,,0,0,0,55,0,0,27,0,"EE","LF",,"FF",,,"RR","WD",,2,-19,15,-9,4,TRUE,"US ARMY","USA"
172,"US ARMY","LYON",5400,"US ARMY",5400,0,1235,4165,,0,0,0,16,0,0,5,0,"FF",,,"EE","LR",,"RR","WD",,0,-20,10,-10,5,TRUE,"US ARMY","USA"
173,"US ARMY","GRANT",3144,"US ARMY",3144,0,607,2537,0,0,0,0,6,0,0,0,0,"FF",,,,,,"PP","WD",,0,-5,0,-18,6,TRUE,"US ARMY","USA"
174,"CS ARMY","ZOLLICOFFER",4000,"CS ARMY",4000,0,533,3467,,0,0,0,12,0,0,12,0,"FF",,,,,,"RR","WL",,25,0,10,-10,4,TRUE,"CS ARMY","Confederacy"
175,"CS ARMY","FLOYD",21000,"CS ARMY",21000,0,2000,19000,,0,0,0,14,0,0,0,0,"FF",,,,,,"PP","WD",,0,-29,10,-10,4,TRUE,"CS ARMY","Confederacy"
176,"CS ARMY","VAN DORN",16202,"CS ARMY",16202,0,1300,14902,,0,0,0,50,0,0,4,0,"EE","LR",,"EE","RF",,"RR","WD",,0,-14,0,-38,5,TRUE,"CS ARMY","Confederacy"
177,"CS ARMY","JACKSON",3087,"CS ARMY",3087,0,718,2369,290,0,0,0,30,0,0,0,0,"FF",,,,,,"RR",,,40,-11,0,-3,4,TRUE,"CS ARMY","Confederacy"
178,"CS ARMY OF MISSISSIPPI","A. S. JOHNSTON",40355,"CS ARMY OF MISSISSIPPI",40355,0,10699,29656,,0,0,0,108,0,0,30,0,"FF",,,,,,"PP","RR","WD",0,-10,10,-10,4,TRUE,"CS ARMY OF MISSISSIPPI","Confederacy"
179,"CS VALLEY ARMY","JACKSON",16000,"CS VALLEY ARMY",16000,0,35,15965,1700,0,0,0,48,0,0,0,0,"FF","DE",,,,,"BB",,,6,0,43,0,9,TRUE,"CS VALLEY ARMY","Confederacy"
180,"CS VALLEY ARMY","JACKSON",16000,"CS VALLEY ARMY",16000,0,365,15635,1700,0,0,0,48,0,0,0,0,"FF","EE","RF",,,,"BB","PS",,6,0,10,0,8,TRUE,"CS VALLEY ARMY","Confederacy"
181,"US ARMY OF W. VA.","FREMONT",10500,"US ARMY OF W. VA.",10500,0,684,9816,,0,0,0,30,0,0,0,0,"FF",,,,,,"RR","WD",,14,0,5,-5,3,TRUE,"US ARMY OF W. VA.","USA"
182,"CS VALLEY ARMY","JACKSON",15000,"CS VALLEY ARMY",1200,13800,800,14200,,0,0,0,12,0,0,0,0,"FF",,,"EE","LF",,"BB","PS",,0,-13,0,-10,8,TRUE,"CS VALLEY ARMY","Confederacy"
183,"CS ARMY","J. E. JOHNSTON & SMITH",41816,"CS ARMY",7580,34236,6100,35716,,0,0,0,,0,0,10,0,"FF",,,,,,"PP","RR","SS",0,-7,5,-5,4,TRUE,"CS ARMY","Confederacy"
184,"CS ARMY OF NORTHERN VIRGINIA","LEE",16808,"CS ARMY OF NORTHERN VIRGINIA",16808,0,1484,15324,,0,0,0,,0,0,,0,"FF",,,,,,"RR",,,0,-39,35,0,5,TRUE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
185,"CS ARMY OF NORTHERN VIRGINIA","LEE",57018,"CS ARMY OF NORTHERN VIRGINIA",21752,35266,8751,48267,,0,0,0,,0,0,,0,"FF",,,"EE","RF",,"RR",,,10,-10,10,-10,5,TRUE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
186,"CS ARMY OF NORTHERN VIRGINIA","LEE",86748,"CS ARMY OF NORTHERN VIRGINIA",11000,75748,4241,82507,,0,0,0,,0,0,,0,"FF",,,,,,"RR",,,10,-10,10,-10,5,TRUE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
187,"CS ARMY OF NORTHERN VIRGINIA","LEE",82507,"CS ARMY OF NORTHERN VIRGINIA",82507,0,5355,77152,,0,0,0,,0,0,,0,"FF",,,,,,"RR",,,0,-10,10,-10,4,TRUE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
188,"US ARMY OF VIRGINIA(-)","BANKS",8030,"US ARMY OF VIRGINIA(-)",8030,0,2353,5677,1167,0,0,0,,0,0,,0,"FF",,,,,,"PP","RR","WD",25,0,1,0,5,TRUE,"US ARMY OF VIRGINIA(-)","USA"
189,"US ARMY OF VIRGINIA(+)","POPE",75696,"US ARMY OF VIRGINIA(+)",35083,40613,14462,61234,,0,0,0,,0,0,,0,"FF",,,,,,"RR","WD",,10,-10,0,-11,3,TRUE,"US ARMY OF VIRGINIA(+)","USA"
190,"US ARMY OF THE POTOMAC","MCCLELLAN",28480,"US ARMY OF THE POTOMAC",28480,0,1813,26667,,0,0,0,27,0,0,,0,"FF","EE","LF",,,,"PP","PS",,10,-10,10,-10,6,TRUE,"US ARMY OF THE POTOMAC","USA"
191,"US ARMY OF THE POTOMAC","MCCLELLAN",90000,"US ARMY OF THE POTOMAC",90000,0,12410,77590,4500,0,0,0,,0,0,,0,"FF","DE",,,,,"RR","SS",,0,-16,10,-10,5,TRUE,"US ARMY OF THE POTOMAC","USA"
192,"US ARMY OF THE MISSISSIPPI","ROSECRANS",22000,"US ARMY OF THE MISSISSIPPI",22000,0,4233,17767,,0,0,0,,0,0,,0,"FF","DE",,,,,"BB","PS",,0,-9,10,-10,5,TRUE,"US ARMY OF THE MISSISSIPPI","USA"
193,"US ARMY OF THE OHIO","BUELL",36940,"US ARMY OF THE OHIO",36940,0,4211,32729,,0,0,0,,0,0,,0,"FF",,,,,,"RR",,,0,-27,10,-10,5,TRUE,"US ARMY OF THE OHIO","USA"
194,"US ARMY OF THE POTOMAC","BURNSIDE",106007,"US ARMY OF THE POTOMAC",106007,0,12653,93354,,0,0,0,,0,0,,0,"FF",,,,,,"RR","WD",,10,0,10,-10,3,TRUE,"US ARMY OF THE POTOMAC","USA"
195,"CS ARMY OF TENNESSEE","BRAGG",34732,"CS ARMY OF TENNESSEE",34732,0,11739,22993,4500,0,0,0,120,0,0,6,0,"FF","DE",,,,,"PP","SS","WD",9,0,0,-13,5,TRUE,"CS ARMY OF TENNESSEE","Confederacy"
196,"US ARMY OF THE POTOMAC","HOOKER",113000,"US ARMY OF THE POTOMAC",109480,3520,17278,95722,,0,0,0,404,0,0,120,0,"EE","LR",,"FF",,,"RR","WD",,18,-14,0,-3,3,TRUE,"US ARMY OF THE POTOMAC","USA"
197,"US ARMY","GRANT",29373,"US ARMY",29373,0,2441,26932,,0,0,0,,0,0,,0,"FF",,,,,,"PP","PS",,19,-32,10,-10,8,TRUE,"US ARMY","USA"
198,"US CAVALRY CORPS","PLEASANTON",12000,"US CAVALRY CORPS",10500,1500,900,11100,10500,0,0,0,,0,0,3,0,"FF","EE","RR",,,,"PP","WD",,0,-8,4,-4,6,TRUE,"US CAVALRY CORPS","USA"
199,"CS ARMY OF NORTHERN VIRGINIA","LEE",75054,"CS ARMY OF NORTHERN VIRGINIA",28800,46254,28063,46991,8000,0,0,0,250,0,0,3,0,"FF","DE",,,,,"RR","WD",,3,-7,0,-27,4,TRUE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
200,"CS ARMY OF TENNESSEE","BRAGG",66326,"CS ARMY OF TENNESSEE",66326,0,18454,47872,8000,0,0,0,,0,0,15,0,"FF",,,,,,"PP","PS",,8,0,0,-4,6,TRUE,"CS ARMY OF TENNESSEE","Confederacy"
201,"US ARMY OF THE CUMBERLAND","GRANT",61000,"US ARMY OF THE CUMBERLAND",61000,0,5824,55176,,0,0,0,,0,0,,0,"FF","EE","RF","FF","PP",,"BB","PS",,0,-8,10,-10,8,TRUE,"US ARMY OF THE CUMBERLAND","USA"
202,"US ARMY OF THE POTOMAC","GRANT",101895,"US ARMY OF THE POTOMAC",74000,27895,17666,84229,13003,0,0,0,318,0,0,2,0,"FF","EE","RF",,,,"RR","SS",,10,-10,10,-10,4,TRUE,"US ARMY OF THE POTOMAC","USA"
203,"US ARMY OF THE POTOMAC","GRANT",90000,"US ARMY OF THE POTOMAC",20000,70000,18399,71601,12000,0,0,0,274,0,0,,0,"FF","DE",,,,,"SS",,,10,-20,0,-40,5,TRUE,"US ARMY OF THE POTOMAC","USA"
204,"CS ARMY OF NORTHERN VIRGINIA","BRECKINRIDGE",5000,"CS ARMY OF NORTHERN VIRGINIA",5000,0,577,4423,900,0,0,0,14,0,0,0,0,"FF",,,,,,"PP",,,25,-10,10,-10,5,TRUE,"CS ARMY OF NORTHERN VIRGINIA","Confederacy"
205,"US ARMY OF THE POTOMAC(+)","GRANT",107907,"US ARMY OF THE POTOMAC(+)",107907,0,11000,96907,12976,0,0,0,,0,0,,0,"FF",,,,,,"RR","SS",,0,-10,0,-36,5,TRUE,"US ARMY OF THE POTOMAC(+)","USA"
206,"US ARMY OF THE CUMBERLAND","SHERMAN",16225,"US ARMY OF THE CUMBERLAND",16225,0,2051,14174,,0,0,0,200,0,0,,0,"FF",,,,,,"RR","SS",,0,-13,22,0,4,TRUE,"US ARMY OF THE CUMBERLAND","USA"
207,"CS ARMY OF TENNESSEE","HOOD",18832,"CS ARMY OF TENNESSEE",18832,0,2746,16086,,0,0,0,,0,0,,0,"FF",,,,,,"RR","WD",,10,-10,0,-11,3,TRUE,"CS ARMY OF TENNESSEE","Confederacy"
208,"CS ARMY OF TENNESSEE","HOOD",36934,"CS ARMY OF TENNESSEE",36934,0,8000,28934,7150,0,0,0,,0,0,,0,"FF","EE","LF",,,,"RR","WD",,10,-10,6,0,3,TRUE,"CS ARMY OF TENNESSEE","Confederacy"
209,"US ARMY OF THE JAMES","BUTLER",63797,"US ARMY OF THE JAMES",16100,47697,8150,55647,,0,0,0,,0,0,,0,"FF",,,,,,"RR","SS",,10,-10,40,0,4,TRUE,"US ARMY OF THE JAMES","USA"
210,"US V CORPS(+)","WARREN",20289,"US V CORPS(+)",11832,8457,4455,15834,,0,0,0,,0,0,,0,"FF","EE",,,,,"PP","SS",,10,-10,10,-10,5,TRUE,"US V CORPS(+)","USA"
211,"US ARMY OF THE SHENANDOAH","SHERIDAN",37711,"US ARMY OF THE SHENANDOAH",37711,0,5018,32693,10000,0,0,0,100,0,0,,0,"FF","DE",,,,,"PP",,,10,-10,10,-10,6,TRUE,"US ARMY OF THE SHENANDOAH","USA"
212,"CS II CORPS","EARLY",18410,"CS II CORPS",18410,0,2910,15500,3864,0,0,0,40,0,0,24,0,"FF","EE","LF",,,,"RR","WL",,10,-10,10,-10,3,TRUE,"CS II CORPS","Confederacy"
213,"CS ARMY OF TENNESSEE","HOOD",26897,"CS ARMY OF TENNESSEE",26897,0,6252,20645,5000,0,0,0,,0,0,,0,"FF",,,,,,"RR",,,12,0,10,-10,3,TRUE,"CS ARMY OF TENNESSEE","Confederacy"
214,"US ARMY OF THE CUMBERLAND(-)(+)","THOMAS",49773,"US ARMY OF THE CUMBERLAND(-)(+)",49773,0,3061,46712,11643,0,0,0,170,0,0,,0,"FF","EE","LR",,,,"BB","PS",,10,-10,10,-10,8,TRUE,"US ARMY OF THE CUMBERLAND(-)(+)","USA"
215,"CS ARMY OF TENNESSEE","JOHNSTON",27000,"CS ARMY OF TENNESSEE",27000,0,2606,24394,5000,0,0,0,,0,0,,0,"FF","EE","LF",,,,"RR","WD",,0,-20,26,-19,4,TRUE,"CS ARMY OF TENNESSEE","Confederacy"
216,"US ARMY OF THE POTOMAC(+)","SHERIDAN",45247,"US ARMY OF THE POTOMAC(+)",13000,32247,2781,42466,11815,0,0,0,,0,0,,0,"FF","EE","RF",,,,"RR","SS",,10,-10,10,-10,5,TRUE,"US ARMY OF THE POTOMAC(+)","USA"
217,"US V CORPS","SHERIDAN",30000,"US V CORPS",30000,0,634,29366,11500,0,0,0,,0,0,,0,"FF","EE","LR",,,,"BB",,,10,0,58,0,8,TRUE,"US V CORPS","USA"
218,"US CAV CORPS MIL DIV MISSISSIPPI","WILSON",13500,"US CAV CORPS MIL DIV MISSISSIPPI",13500,0,400,13100,,0,0,0,8,0,0,0,0,"FF",,,,,,"BB",,,0,-33,0,-25,8,TRUE,"US CAV CORPS MIL DIV MISSISSIPPI","USA"
219,"US VI CORPS(+)","SHERIDAN & WRIGHT",30000,"US VI CORPS(+)",30000,0,1180,28820,,0,0,0,,0,0,,0,"FF","DE",,,,,"BB",,,33,0,10,-10,8,TRUE,"US VI CORPS(+)","USA"
220,"GER 3RD ARMY","FRIEDRICH WILHELM",51000,"GER 3RD ARMY",51000,0,1600,49400,3100,0,0,0,144,0,0,0,0,"FF","DE",,,,,"BB","PS",,37,0,0,-38,7,TRUE,"GER 3RD ARMY","Germany"
221,"GER 3RD ARMY","FRIEDRICH WILHELM",82000,"GER 3RD ARMY",82000,0,10700,71300,5600,0,0,0,300,0,0,0,0,"FF","DE",,,,,"PP","PS",,52,0,5,-5,7,TRUE,"GER 3RD ARMY","Germany"
222,"GER 1ST ARMY(+)","STEINMETZ",42000,"GER 1ST ARMY(+)",16000,26000,4900,37100,4500,0,0,0,108,0,0,0,0,"FF","DE",,,,,"PP","PS",,33,0,5,-5,7,TRUE,"GER 1ST ARMY(+)","Germany"
223,"GER 1ST & 2ND ARMIES","MOLTKE",63000,"GER 1ST & 2ND ARMIES",29000,34000,16000,47000,11000,0,0,0,486,0,0,0,0,"FF","EE","LF",,,,"PP",,,33,-31,5,-5,8,TRUE,"GER 1ST & 2ND ARMIES","Germany"
224,"GER 1ST & 2ND ARMIES","MOLTKE",187000,"GER 1ST & 2ND ARMIES",187000,0,20200,166800,21000,0,0,0,732,0,0,0,0,"FF","EE","RF",,,,"PP","SS",,50,-50,5,-5,8,TRUE,"GER 1ST & 2ND ARMIES","Germany"
225,"GER 2ND & 3RD ARMIES","MOLTKE",200000,"GER 2ND & 3RD ARMIES",200000,0,9000,191000,24000,0,0,0,701,0,0,0,0,"FF","DE",,,,,"BB",,,0,-17,5,-5,9,TRUE,"GER 2ND & 3RD ARMIES","Germany"
226,"FR ARMY OF THE LOIRE","AURELLE",60000,"FR ARMY OF THE LOIRE",60000,0,1800,58200,,0,0,0,150,0,0,0,0,"FF","EE","RF",,,,"BB",,,17,0,0,-33,6,TRUE,"FR ARMY OF THE LOIRE","France"
227,"GER 2ND ARMY","FRIEDRICH KARL",86000,"GER 2ND ARMY",86000,0,6300,79700,14800,0,0,0,459,0,0,,0,"FF",,,,,,"BB","PS",,15,-15,5,-5,7,TRUE,"GER 2ND ARMY","Germany"
228,"GER 2ND ARMY","FRIEDRICK KARL",72000,"GER 2ND ARMY",72000,0,4000,68000,,0,0,0,324,0,0,0,0,"FF","EE","LF",,,,"BB","PS",,24,0,0,-15,7,TRUE,"GER 2ND ARMY","Germany"
229,"FR ARMY OF THE EAST","BOURBAKI",110000,"FR ARMY OF THE EAST",110000,0,8000,102000,9000,0,0,0,146,0,0,,0,"FF",,,,,,"RR","WD",,23,0,0,-50,3,TRUE,"FR ARMY OF THE EAST","France"
230,"ZULU ARMY","MAVUMENGWANA & TSHINGWAYO",20000,"ZULU ARMY",20000,0,3000,17000,0,0,0,0,0,0,0,0,0,"DE",,,"FF",,,"BB","PS",,0,-50,25,-25,9,TRUE,"ZULU ARMY","Zulu"
231,"ZULU ARMY","CETEWAYO",20000,"ZULU ARMY",20000,0,1500,18500,0,0,0,0,0,0,0,0,0,"FF",,,,,,"RR","WD",,0,-25,25,-25,3,TRUE,"ZULU ARMY","Zulu"
232,"BOER ARMY","SMIDT",1200,"BOER ARMY",1200,0,6,1194,0,0,0,0,,0,0,0,0,"FF",,,,,,"BB",,,0,-50,1,-1,9,TRUE,"BOER ARMY","South African Republic"
233,"BR ARMY","WOLSELEY",17401,"BR ARMY",17401,0,469,16932,2785,0,0,0,61,0,0,,0,"FF",,,,,,"PP","PS",,5,0,5,-5,9,TRUE,"BR ARMY","Great Britain"
234,"MAHDISTS","ABDULLAHINI",55000,"MAHDISTS",55000,0,30700,24300,,0,0,0,0,0,0,,0,"FF",,,"EE","RF",,"RR","WD",,0,-27,0,-19,4,TRUE,"MAHDISTS","Mahdists"
