"isqno","nam","co","wof1","wof2","wof3","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
538,"US 96TH DIV(+)","MG BRADLEY",5,6,,19082,,19082,,282,,0,138,77,61,95,395,5,,,"FF",,,,,,"PP",,,0,-5,5,-5,6,TRUE,,"USA"
539,"US 96TH DIV(+)","MG BRADLEY",4,,,18388,,18388,,555,,0,74,18,56,174,315,9,,,"FF",,,,,,,,,0,-5,5,-5,6,TRUE,,"USA"
540,"US 96TH DIV(+)","MG BRADLEY",3.8,,,21247,,21247,,1079,,0,0,0,0,246,166,0,,,"FF","DE",,"FF",,,"RR",,,0,-5,5,-5,4,TRUE,,"USA"
541,"US 96TH DIV(+)","MG BRADLEY",2.3,1.8,,17163,,17163,,879,,0,100,26,74,228,637,11,,,"FF","DE",,,,,"PP",,,0,-5,5,-5,6,TRUE,,"USA"
542,"US 96TH DIV(+)","MG BRADLEY",2.1,,,18095,,18095,,479,,0,97,31,66,200,225,10,,,"FF",,,"FF",,,"PP","SS",,0,-5,5,-5,5,TRUE,,"USA"
543,"US 96TH DIV(+)","MG BRADLEY",2.3,,,19714,,19714,,502,,0,121,45,76,157,162,6,,,"FF",,,"FF",,,"RR","PP","SS",0,-5,5,-5,5,TRUE,,"USA"
544,"US 96TH DIV(+)","MG BRADLEY",2.5,,,20973,,20973,,590,,0,129,59,70,210,240,4,,,"FF",,,"FF",,,"PP","SS",,0,-5,5,-5,5,TRUE,,"USA"
545,"US 96TH DIV(+)","MG BRADLEY",2.9,,,19658,,19658,,313,,0,140,73,67,183,45,3,,,"EE","RF",,"FF",,,"PP","SS",,0,-5,5,-5,7,TRUE,,"USA"
546,"US 96TH DIV(+)","MG BRADLEY",3,,,18777,,18777,,112,,0,113,46,67,177,151,0,,,"FF",,,,,,"RR","PP","SS",0,-5,5,-5,5,TRUE,,"USA"
547,"US 96TH DIV(+)","MG BRADLEY",3,,,18660,,18660,,88,,0,117,50,67,172,0,2,,0,"FF",,,,,,"RR","PP","SS",0,-5,5,-5,5,TRUE,,"USA"
548,"US 96TH DIV(+)","MG BRADLEY",3,2.3,,19047,,19047,,576,,0,115,50,65,206,76,4,,,"FF",,,,,,"PP",,,0,-5,5,-5,7,TRUE,,"USA"
549,"IS PELED ARMD DIV(-)","BG PELED",2,,,10900,,10900,0,225,10675,0,100,0,100,36,12,18,,,"FF","DE",,,,,"PP",,,15,-15,15,-15,7,TRUE,,"Israel"
550,"IS GUR PARA BDE(+)","BG NARKISS",11,,,27682,,,,1750,25932,0,91,18,73,72,11,40,,,"DE",,,,,,"BB",,,15,-15,15,-15,8,TRUE,,"Israel"
551,"IS BAR KOCHVA'S ARMD BDE(+)","BG PELED",1,,,12800,,,,375,12425,0,140,0,140,48,21,18,,,"FF",,,"EE","RR",,"BB","WD",,15,-15,15,-15,6,TRUE,,"Israel"
552,"IS RAM ARMD BDE","COL RAM",1,,,5350,,5350,0,250,5100,0,90,0,90,24,21,18,,,"FF","EE","RR",,,,"PP",,,15,-15,15,-15,6,TRUE,,"Israel"
553,"IS PELED ARMD DIV","BG PELED",3,,,10700,,10700,0,375,10325,0,180,0,180,48,52,18,,,"FF","EE","RR",,,,"BB","PS",,15,-15,15,-15,7,TRUE,,"Israel"
554,"IS TAL DIV","BG TAL",24,,,19520,,19520,0,700,18820,0,240,105,135,84,38,15,,,"DE",,,"FE",,,"BB","PS",,15,-15,15,-15,8,TRUE,,"Israel"
555,"IS YOFFE DIV","BG YOFFE",10,,,10450,,,,90,10360,0,180,60,120,48,76,11,,,"FF","EE","RR",,,,"BB","PS",,15,-15,15,-15,8,TRUE,,"Israel"
556,"IS SHARON DIV","BG SHARON",8,,,19280,,19280,0,300,18980,0,120,30,90,72,0,19,,0,"EE","LR",,"EE","RR","FE","BB","PS",,15,-15,15,-15,9,TRUE,,"Israel"
557,"IS TAL DIV(-)","BG TAL",7,,,6912,,6912,0,135,6777,0,90,0,90,48,38,13,,,"FF",,,,,,"BB","PS",,15,-15,15,-15,9,TRUE,,"Israel"
558,"IS YOFFE DIV(-)(+)","BG YOFFE",10,,,10800,,10800,0,70,10730,0,184,20,164,48,52,10,0,,"FF",,,,,,"SS",,,15,-15,15,-15,7,TRUE,,"Israel"
559,"IS RESHEF TASK FORCE","BG TAL",9,,,12150,,12150,0,55,12095,0,100,10,90,72,38,8,,,"FF",,,,,,"BB",,,15,-15,15,-15,8,TRUE,,"Israel"
560,"IS YOFFE DIV","BG YOFFE",7,,,8700,,,,60,8640,0,146,0,146,48,40,10,,,"FF","EE","LR",,,,"BB",,,15,-15,15,-15,7,TRUE,,"Israel"
561,"EG 3RD INF DIV(+)",,1,,,22000,,22000,0,550,21450,0,224,20,204,114,0,100,,0,"FF",,,,,,"RR","WL",,15,-15,15,-15,3,TRUE,,"Egypt"
562,"IS TAL DIV","BG TAL",10,,,10200,,,,75,10125,0,220,85,135,72,40,5,,,"EE","LR",,,,,"PP",,,15,-15,15,-15,7,TRUE,,"Israel"
563,"IS SHARON DIV","BG SHARON",12,,,18780,,18780,0,60,18720,0,120,0,120,72,122,4,,,"DE",,,,,,"BB",,,15,-15,15,-15,9,TRUE,,"Israel"
564,"EG ARMD BDE",,5,,,3500,,3500,0,450,3050,0,60,0,60,0,0,20,0,0,"FF",,,,,,"WL",,,15,-15,15,-15,3,TRUE,,"Egypt"
565,"IS GOLANI BDE","COL EFRAT",6.5,,,5375,,5375,0,300,5075,0,10,0,10,24,119,5,,,"FF",,,,,,"PP",,,15,-15,15,-15,8,TRUE,,"Israel"
566,"IS RAM BDE","COL RAM",5,,,5350,,5350,0,150,5200,0,90,0,90,24,0,30,,0,"FF",,,,,,"PP",,,15,-15,15,-15,8,TRUE,,"Israel"
567,"IS MENDLER'S BDE","COL MENDLER",1,,,5850,,5850,0,230,5620,0,90,30,60,24,119,55,,,"FF","EE","RF",,,,"PP",,,15,-15,15,-15,7,TRUE,,"Israel"
568,"IS GONEN TASK FORCE","BG GONEN",5,,,11940,,11940,0,201,11739,0,128,8,120,67,156,20,1,1,"FF","DE",,"FE",,,"PP","SS","WD",0,-50,0,-30,6,TRUE,,"Israel"
569,"EG 2ND ARMY","MG MAMOUN",110,,,29490,,,,400,29090,0,67,50,17,1223,104,2,,,"RC","FF",,,,,"PP",,,15,-15,15,-15,8,TRUE,,"Egypt"
570,"EG 3RD ARMY","MG WASSEL",38,,,22850,,,,350,22500,0,71,60,11,971,104,20,,,"RC","FF",,"EE","LR",,"PP",,,15,-15,15,-15,8,TRUE,,"Egypt"
571,"EG 2ND ARMY","MG MAMOUN",110,,,63910,,,,800,63110,0,464,27,437,639,100,9,,,"FF",,,"EE","RR",,"PP","SS",,15,-15,15,-15,8,TRUE,,"Egypt"
572,"EG 3RD ARMY","MG WASSEL",54,,,45160,,,,750,44410,0,310,18,292,555,100,10,,,"FF",,,"EE","LF",,"PP","SS",,15,-15,15,-15,8,TRUE,,"Egypt"
573,"IS ADAN DIV","MG ADAN",27,,,25850,,25850,0,700,25150,0,530,50,480,44,66,78,,,"FF",,,"EE","RF",,"RR","SS",,15,-15,15,-15,4,TRUE,,"Israel"
574,"EG 2ND ARMY","MG MAMOUN",50,,,81160,,81160,0,1700,79460,0,1002,70,932,585,44,120,,,"FF",,,,,,"RR","WL",,15,-15,15,-15,3,TRUE,,"Egypt"
575,"EG 3RD ARMY","MG WASSEL",50,,,57960,,57960,0,1350,56610,0,709,50,659,447,44,140,,,"FF",,,,,,"RR","WL",,15,-15,15,-15,5,TRUE,,"Egypt"
576,"IS SHARON DIV","MG SHARON",14,,,22790,,,,100,22690,0,344,30,314,96,0,56,,0,"EE","RR",,"FF",,,"PP","SS",,15,-15,15,-15,7,TRUE,,"Israel"
577,"IS ADAN DIV(+)","MG ADAN",11,,,28900,,28900,0,950,27950,0,444,40,404,72,267,40,,,"FF","DE",,,,,"PP",,,15,-15,15,-15,7,TRUE,,"Israel"
578,"IS ADAN DIV(+)","MG ADAN",11,,,19600,,19600,0,300,19300,0,232,20,212,72,153,15,,,"FF",,,"EE","LR",,"PP",,,15,-15,15,-15,8,TRUE,,"Israel"
579,"IS SHARON DIV","MG SHARON",20,,,17000,,,,600,16400,0,232,20,212,72,120,40,,,"FF","DE",,,,,"PP","RR","SS",15,-15,15,-15,4,TRUE,,"Israel"
580,"IS ADAN DIV(+)","MG ADAN",18,,,16200,,,,300,15900,0,318,30,288,48,240,30,,,"FF","DE",,,,,"BB",,,15,-15,15,-15,7,TRUE,,"Israel"
581,"IS ADAN DIV(+)","MG ADAN",32,,,16200,,16200,0,150,16050,0,318,30,288,72,82,15,,,"FF","DE",,,,,"PP",,,15,-15,15,-15,6,TRUE,,"Israel"
582,"IS ADAN DIV(+)","MG ADAN",32,,,11700,,11700,0,150,11550,0,126,10,116,48,154,8,,,"FF",,,,,,"PP",,,15,-15,15,-15,7,TRUE,,"Israel"
583,"IS ADAN DIV(+)","MG ADAN",6,,,14681,,14681,0,340,14341,0,225,20,205,60,154,26,,,"FF",,,,,,"RR","WD","SS",15,-15,15,-15,3,TRUE,,"Israel"
584,"IS MAGEN DIV","BG MAGEN",13,,,10900,,10900,0,75,10825,0,164,20,144,36,82,6,,,"EE","RR",,,,,"BB",,,15,-15,15,-15,8,TRUE,,"Israel"
585,"SYR 9TH INF DIV(+)","COL TOURKMANI",15,,,17750,,,,350,17400,0,75,2,73,115,49,40,,,"FF","EE","LF",,,,"PP","SS",,15,-15,15,-15,6,TRUE,,"Syria"
586,"SYR 7TH INF DIV(+)","BG ABRASH",7.5,,,22750,,,,700,22050,0,147,4,143,131,100,96,,,"FF",,,,,,"RR","SS",,15,-15,15,-15,3,TRUE,,"Syria"
587,"SYR 5TH INF DIV(+)","BG ASLAN",14,27,,19525,,19525,0,350,19175,0,147,4,143,129,63,52,,,"FF","EE","RF",,,,"BB",,,15,-15,15,-15,6,TRUE,,"Syria"
588,"SYR 5TH INF DIV(+)","BG ASLAN",12.5,,,21984,,,,500,21484,0,189,7,182,129,70,46,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,3,TRUE,,"Syria"
589,"SYR 1ST ARMD DIV","COL JUHNI",7,,,12500,,12500,0,500,12000,0,318,18,300,71,70,69,,,"FF",,,,,,"PP","RR","WD",15,-15,15,-15,3,TRUE,,"Syria"
590,"IS 146TH ARMD DIV(+)","MG PELED",14,,,17833,,,,450,17383,0,249,30,219,60,250,30,,,"FF","EE","LF",,,,"PP","PS",,15,-15,15,-15,7,TRUE,,"Israel"
591,"IS 240TH ARMD DIV(-)(+)","MG LANER",12,,,12733,,,,450,12283,0,219,20,199,60,249,24,,,"FF",,,"DE",,,"PP","PS",,15,-15,15,-15,7,TRUE,,"Israel"
592,"SYR 7TH INF DIV(+)","BG ABRASH",7.5,,,31650,,,,1200,30450,0,182,6,176,155,53,100,,,"FF",,,"EE","LF",,"RR","WL",,15,-15,15,-15,4,TRUE,,"Syria"
593,"IS GOLANI BDE(-)","COL DRORI",1,,,2692,,2692,0,50,2642,0,9,0,9,12,33,1,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,3,TRUE,,"Israel"
594,"IS 36TH MECH DIV","BG EITAN",5,17,,16100,,,,525,15575,0,270,30,240,60,330,30,,,"FF",,,,,,"PP","SS",,15,-15,15,-15,7,TRUE,,"Israel"
595,"IS 240TH ARMD DIV","MG LANER",3,16,,14700,,,,280,14420,0,318,30,288,60,220,20,,,"FF",,,"EE","LR",,"PP",,,15,-15,15,-15,7,TRUE,,"Israel"
596,"IR 3RD ARMD DIV","BG LAFTA",12,,,12500,,12500,0,450,12050,0,318,18,300,71,40,103,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,1,TRUE,,"Iraq"
597,"IS 240TH ARMD DIV(-)","MG LANER",20,,,11000,,11000,0,100,10900,0,212,20,192,40,30,6,,,"EE","RF",,,,,"PP","SS",,15,-15,15,-15,8,TRUE,,"Israel"
598,"JOR 40TH ARMD BDE(+)","BG EL MAJALI",9,,,11500,,11500,0,450,11050,0,269,9,260,48,50,57,,,"FF",,,"EE","LR",,"RR",,,15,-15,15,-15,2,TRUE,,"Jordan"
599,"SYR 9TH INF DIV(-)(+)","COL TOURKMANI",25,,,35750,,35750,0,550,35200,0,566,22,544,198,50,67,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,2,TRUE,,"Syria"
600,"IS GOLANI BDE","COL DRORI",1,,,5700,,5700,0,150,5550,0,0,0,0,12,30,0,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,3,TRUE,,"Israel"
601,"IS GOLANI BDE(+)","COL DRORI",2,,,11400,,11400,0,100,11300,0,0,0,0,24,60,0,,,"FF","EE","RR",,,,"BB",,,15,-15,15,-15,7,TRUE,,"Israel"
602,"GER ELMS 10TH AND 21ST PNZR DIV","GEN ZIEGLER",22,,,6400,,6400,0,20,6380,0,135,0,135,35,180,0,0,,"DE",,,,,,"PP",,,0,0,0,0,8,TRUE,,"Germany"
603,"US CC C 1ST ARMD DIV","COL STACK",4,,,2738,,2738,0,367,2371,0,66,0,66,26,0,48,4,,"FF",,,,,,"PP","RR","WL",0,0,0,0,2,TRUE,,"USA"
604,"GER AFRIKA KORPS (-)","FM ROMMEL",4,,,7000,,7000,0,200,6800,0,54,24,30,46,0,2,,,"FF",,,"DE",,,"RR","PP","PS",0,0,0,0,7,TRUE,,"Germany"
605,"US 141ST RCT (+) 36TH INF DIV","COL WYATT",1,,,8000,,8000,0,408,7592,0,50,0,50,105,0,0,,,"FF","RC",,,,,"PP","SS","WL",0,0,0,0,2,TRUE,,"USA"
606,"US 141ST RCT (+) 36TH INF DIV","COL WYATT",1,,,7600,,7600,0,666,6934,0,50,0,50,105,0,0,,,"FF","RC",,,,,"PP","SS","WL",0,0,0,0,2,TRUE,,"USA"
607,"US 143RD RCT (+) 36TH INF DIV","COL MARTIN",1,,,7700,,7700,0,162,7538,0,15,0,15,122,0,0,,,"FF","RC",,,,,"PP","SS","WD",0,0,0,0,2,TRUE,,"USA"
608,"US 143RD RCT (+) 36TH INF DIV","COL MARTIN",1,,,7538,,7538,0,575,6963,0,15,0,15,122,0,0,,,"FF","RC",,,,,"PP","SS","WL",0,0,0,0,2,TRUE,,"USA"
609,"GER LXXVI PNZ CORPS (-)","GEN MACKENSON",2,,,14600,,14600,0,1129,13471,0,40,0,40,100,100,22,,,"FF",,,"EE","RF",,"RR","PP","SS",0,0,0,0,6,TRUE,,"Germany"
610,"GER LXXVI PNZ CORPS (-)","GEN MACKENSON",2.4,,,15736,,15736,0,613,15123,0,60,0,60,100,70,19,,,"FF",,,"EE","LF",,"RR","PP","SS",0,0,0,0,7,TRUE,,"Germany"
611,"GER LXXVI PNZ CORPS (-)","GEN MACKENSON",2.6,,,10000,,10000,0,439,9561,0,20,0,20,100,100,0,,,"FF",,,"EE","LF",,"RR","SS",,0,0,0,0,3,TRUE,,"Germany"
612,"GER ELMS 1ST SS AND 2ND PNZ DIVS","GEN LUETTWITZ",2,,,8150,,8150,0,700,7450,0,50,0,50,18,66,5,,,"FF",,,,,,"PP","RR",,0,0,0,0,3,TRUE,,"Germany"
613,"GER ELMS 2ND SS PD AND 17TH SS PGD","COL BAUM",3,,,8500,,8500,0,375,8125,0,30,0,30,24,66,4,,,"FF",,,,,,"PP","RR","SS",0,0,0,0,4,TRUE,,"Germany"
614,"US 112TH INF (+), 28TH ID","COL PETERSON",1.7,,,6200,,6200,0,640,5560,0,44,0,44,71,72,21,0,0,"FF",,,,,,"PP","RR","WL",0,0,0,0,4,TRUE,,"USA"
615,"US 110TH INF (+), 28TH ID","COL SEELY",2,,,4350,,4350,0,163,4187,0,0,0,0,53,0,0,0,,"FF",,,"EE","RF",,"RR","PP","SS",0,0,0,0,3,TRUE,,"USA"
616,"US 109TH INF (+), 28TH ID","COL STRICKLER",1.2,,,4950,,4950,0,350,4600,0,0,0,0,53,12,0,0,,"FF",,,,,,"PP","RR",,0,0,0,0,4,TRUE,,"USA"
617,"US 9TH INF(+), 2ND ID","COL HIRSCHFELDER",1,,,8300,,8300,0,370,7930,0,28,0,28,124,0,0,0,,"FF",,,,,,"RR","PP",,0,0,0,0,7,TRUE,,"USA"
618,"GER 12TH SS PNZDIV (-)(+)","COL KRAAS",2.5,,,3300,,3300,0,100,3200,0,11,0,11,36,0,2,,,"FF",,,"EE","LF",,"RR","PP","PS",0,0,0,0,5,TRUE,,"Germany"
619,"GER 12TH SS PNZDIV (-)(+)","COL KRAAS",3,,,9100,,9100,0,900,8200,0,121,0,121,99,0,41,,,"FF",,,,,,"PP","RR","SS",0,0,0,0,3,TRUE,,"Germany"
620,"GER 293RD VGRGT, 18TH VGD","COL HOFFMAN-SCHONBORN",1,,,4100,,4100,0,200,3900,0,10,0,10,68,0,0,,,"FF",,,"EE","RR",,"PP","RR","BB",0,0,0,0,7,TRUE,,"Germany"
621,"GER 62ND VGDIV (+)","GEN KITTEL",9,,,11000,,11000,0,200,10800,0,26,0,26,66,0,7,,,"FF",,,"EE","LF",,"PP","SS",,0,0,0,0,6,TRUE,,"Germany"
622,"GER 18TH VGDIV (-)(+)","COL HOFFMAN-SCHONBORN",6,,,14300,,14300,0,50,14250,0,50,0,50,160,0,2,,,"FF",,,,,,"PP","BB",,0,0,0,0,8,TRUE,,"Germany"
623,"GER 18TH VGDIV (-)(+)","COL HOFFMAN-SCHONBORN",1,,,12800,,12800,0,200,12600,0,120,0,120,120,0,2,,,"EE","LR",,,,,"PP","BB",,0,0,0,0,8,TRUE,,"Germany"
624,"GER XLVII PNZ CORPS","GEN LUETTWITZ",12,,,43800,,43800,0,900,42900,0,212,0,212,325,0,43,,,"FF","RC",,"DE",,,"PP",,,0,0,0,0,6,TRUE,,"Germany"
625,"GER LVIII PNZ CORPS","GEN KRUEGER",4,,,16000,,16000,0,770,15230,0,78,0,78,248,0,20,,,"FF",,,"EE","RF",,"RR","PP",,0,0,0,0,6,TRUE,,"Germany"
626,"NKOR CORP",,39,,,11000,,,,110,,0,0,,,72,0,0,,,"FF",,,,,,"PP","RR",,0,0,0,0,0,TRUE,,"North Korea"
627,"US DIV",,40.3,,,16600,,,,380,,0,200,,,70,,,,,,,,,,,"PP",,,0,0,0,0,0,TRUE,,"USA"
628,"US DIV",,52,,,16400,,,,230,,0,200,,,70,,,,,,,,,,,"PP",,,0,0,0,0,0,TRUE,,"USA"
629,"US DIV",,73,,,16200,,,,100,,0,215,,,72,,,,,,,,,,,"PP",,,0,0,0,0,0,TRUE,,"USA"
630,"US DIV",,19,,,29000,,,,300,,0,215,,,72,60,,,,"FF",,,,,,"PP",,,0,0,0,0,0,TRUE,,"USA"
631,"US DIV",,8.1,,,25500,,,,250,,0,215,,,162,0,,,,"RC",,,,,,"PP",,,0,0,0,0,0,TRUE,,"USA"
632,"US DIV",,24,,,26000,,,,150,,0,215,,,72,60,,,,"FF",,,,,,"PP",,,0,0,0,0,0,TRUE,,"USA"
633,"US DIV",,24,,,27900,,,,170,,0,215,,,72,60,,,,"FF",,,,,,"PP",,,0,0,0,0,0,TRUE,,"USA"
634,"NKOR ARMY",,24,,,30700,,,,5730,,0,0,,,240,,0,,,,,,,,,"PP",,,0,0,0,0,0,TRUE,,"North Korea"
635,"NKOR ARMY",,32,,,37000,,,,1460,,0,0,,,192,60,0,,,"FF",,,,,,"RR",,,0,0,0,0,0,TRUE,,"North Korea"
636,"US DIV",,32,,,13700,,,,240,,0,118,,,72,60,,,,"FF",,,,,,"PP",,,0,0,0,0,0,TRUE,,"USA"
637,"USSR ARMY",,19,,,35170,,,,,,0,410,,,,,350,,,"FF",,,,,,"RR",,,0,0,0,0,0,TRUE,,"USSR"
638,"SYR RGT",,5,,,4000,,,,250,,0,100,,,2,,5,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Syria"
639,"SYR RGT",,6,,,3000,,,,250,,0,60,,,6,,,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Syria"
640,"IS DIV",,3,,,6000,,,,650,,0,60,,,32,96,,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
641,"IS RGT",,,,,11400,,,,50,,0,184,,,48,81,35,,,,,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
642,"IS DIV",,,,,17550,,,,50,,0,224,,,72,81,35,,,,,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
643,"IS DIV",,,,,16500,,,,50,,0,409,,,72,81,35,,,,,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
644,"BRIT CORP",,7,,,38011,,,,572,,0,71,,,200,3,,,,"FF",,,,,,"PP",,,0,0,0,0,0,TRUE,,"Great Britain"
645,"IS CORP",,26,,,34500,,,,1082,,0,775,,,,,30,,,"FF",,,,,,"PP",,,0,0,0,0,0,TRUE,,"Israel"
646,"IS RGT",,2,,,2500,,,,10,,0,0,,,2,38,0,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
647,"IS RGT",,,,,2500,,,,250,,0,25,,,8,,0,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
648,"IS DIV",,2,,,6000,,,,350,,0,75,,,24,206,,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
649,"IS DIV",,2,,,4000,,,,400,,0,50,,,16,900,,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
650,"IS DIV",,6,,,4700,,,,318,,0,72,,,27,72,16,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
651,"IS RGT",,,,,2668,,,,13,,0,40,,,5,24,2,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
652,"IS DIV",,6,,,10000,,,,229,,0,108,,,32,34,5,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
653,"IS RGT",,5,,,4000,,,,121,,0,25,,,12,8,2,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
654,"NVN CORP",,44,,,30000,,,,,,0,,,,100,,,,,"FF",,,,,,"BB",,,0,0,0,0,0,TRUE,,"North Vietnam"
655,"IS RGT",,10,,,3000,,,,375,,0,15,,,2,,10,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
656,"IS DIV",,5,,,4500,,,,150,,0,57,,,14,60,5,,,"FF",,,,,,,,,0,0,0,0,0,TRUE,,"Israel"
657,"GER ARMY GRP",,96,,,,,,,,,0,2439,,,,,980,,,"RC",,,,,,"BB",,,0,0,0,0,0,TRUE,,"Germany"
658,"GER DIV",,1.8,,,17000,,,,,,0,218,,,,,72,,,"FF",,,,,,"PP",,,0,0,0,0,0,TRUE,,"Germany"
659,"BRIT RGT",,5,,,11821,,,,,,0,88,,,8,0,61,,,"EE",,,,,,"RR",,,0,0,0,0,0,TRUE,,"Great Britain"
660,"FR CO",,0.82,,,189,,,,,,0,14,,,0,0,7,,,"FF",,,,,,"RR",,,0,0,0,0,0,TRUE,,"France"
1,"DU ARMY OF THE STATES GENERAL","MAURICE OF NASSAU",0.9,,,11300,,11300,0,1000,10300,1400,0,0,0,6,0,0,0,0,"DO","FF",,,,"0",,,,33,-3,20,0,8,FALSE,,"Dutch Republic"
2,"BOH REB ARMY","CHRISTIAN OF ANHALT-BERNBERG",1.5,,,21000,,21000,0,5000,16000,11000,0,0,0,10,0,0,10,0,"DO","FF",,,,"0","RR","WL",,29,0,20,0,2,FALSE,,"Bohemia"
3,"PROT UNION ARMY","BADEN-DURLACH",2.8,,,20000,,20000,0,5800,14200,4000,0,0,0,40,0,0,20,0,"DD",,,,,"0","WL",,,0,-25,3,0,3,FALSE,,"Protestant Union"
4,"IMP ARMY","WALLENSTEIN",,,,16000,,16000,0,1000,15000,10000,0,0,0,,0,0,0,0,"DO","DE",,,,"0","BB","PS",,25,0,20,0,9,FALSE,,"Holy Roman Empire"
5,"DAN ARMY","CHRISTIAN IV",,,,20000,,20000,0,7000,13000,10000,0,0,0,22,0,0,22,0,"DO",,,,,"0","WL",,,0,-25,43,-14,3,FALSE,,"Denmark"
6,"SW & SAX ARMY","GUSTAVUS ADOLPHUS",3.6,,,37850,,37850,0,6100,31750,12850,0,0,0,100,0,0,0,0,"DO","EE","LR",,,"0","BB",,,0,-5,0,-18,9,FALSE,,"Sweden|Saxony"
7,"IMP ARMY","TILLY",21,13,,27000,,27000,0,3000,24000,,0,0,0,,0,0,,0,"DO","FF",,,,"0","WD",,,0,-35,33,0,3,FALSE,,"Holy Roman Empire"
8,"IMP ARMY","WALLENSTEIN",2.7,,,60000,,60000,0,2000,58000,13000,0,0,0,,0,0,,0,"DO","FF",,,,"0","RR","SS",,0,-25,0,-50,8,FALSE,,"Holy Roman Empire"
9,"IMP ARMY","WALLENSTEIN",4.8,,,21770,,16770,5000,5000,16770,9200,0,0,0,25,0,0,,0,"DO","FF",,"EE","RR","0","RR","WD",,15,0,100,0,5,FALSE,,"Holy Roman Empire"
10,"SP & IMP ARMY","CARDINAL-INFANTE AND FERDINAND",5.6,,,35000,,35000,0,2000,33000,15000,0,0,0,50,0,0,0,0,"DO",,,,,"0","PS","WD",,0,-6,10,-10,9,FALSE,,"Spain|Holy Roman Empire"
11,"IMP & SAXON ARMY","HATZFELD AND JOHN GEORGE",3,,,30000,,30000,0,18000,12000,14000,0,0,0,42,0,0,42,0,"DO","FF",,,,"0","AA",,,0,-30,0,-72,3,FALSE,,"Holy Roman Empire|Saxony"
12,"IMP ARMY","LEOPOLD WILLIAM",3.5,,,30000,,30000,0,15000,15000,8000,0,0,0,46,0,0,46,0,"DO","EE","RF",,,"0","WL",,,0,-13,0,-33,3,FALSE,,"Holy Roman Empire"
13,"SP NETHERLANDS ARMY","MELLO",1.8,,,26000,,26000,0,14000,12000,7000,0,0,0,18,0,0,18,0,"DO","FF",,,,"0","AA",,,0,-4,0,-16,3,FALSE,,"Spain"
14,"FR ARMY OF GERMANY","RANTZAU",2,,,18000,,18000,0,7000,11000,8000,0,0,0,10,0,0,10,0,"DD",,,,,"0","WL",,,33,0,57,0,2,FALSE,,"France"
15,"IMP ARMY","MERCY",6.4,,,16000,,16000,0,4000,12000,8000,0,0,0,28,0,0,28,0,"DD",,,,,"0","WD",,,31,-6,125,0,6,FALSE,,"Holy Roman Empire"
16,"SW ARMY","TORSTENSSON",3.1,,,15000,,15000,0,2000,13000,9000,0,0,0,80,0,0,0,0,"DD",,,,,"0","PS",,,7,0,100,0,6,FALSE,,"Sweden"
17,"FR ARMY","TURENNE",7,,,11000,,11000,0,3500,7500,5000,0,0,0,15,0,0,6,0,"DD",,,,,"0","WL",,,0,-27,57,-57,3,FALSE,,"France"
18,"IMP ARMY","MERCY AND WERTH",3.2,,,16000,,16000,0,6000,10000,5000,0,0,0,28,0,0,15,0,"DO","EE","RF","EE","RF","0","WD",,,25,-6,0,-17,6,FALSE,,"Holy Roman Empire"
19,"IMP ARMY","LEOPOLD WILLIAM",3.5,,,18000,,18000,0,10000,8000,8000,0,0,0,38,0,0,38,0,"DO","EE","RF",,,"0","WL",,,10,-10,20,-20,3,FALSE,,"Holy Roman Empire"
20,"ENG PARL ARMY","ESSEX",3.2,,,14870,,14870,0,2500,12370,2500,0,0,0,15,0,0,7,0,"DO","FF",,,,"0","WD",,,2,-13,0,-60,4,FALSE,,"Parliamentarian"
21,"ENG ROY ARMY","RUPERT",2.8,,,17500,,17500,0,6000,11500,6500,0,0,0,16,0,0,16,0,"DO","FF",,,,"0","PP","RR","WL",3,0,0,-6,4,FALSE,,"Royalist"
