dbpedia,isqno,origwar,war,theater,name,NAMA,belligerenta,sidea,COA,uri_coa,NAMD,belligerentd,COD,uri_cod
Second_Battle_of_Gaza,327,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,Middle East,GAZA II,BR ARMY OF EGYPT,Great Britain,B,GEN MURRAY,http://en.wikipedia.org/wiki/Archibald_Murray,TK ARMY OF PALESTINE,Ottoman Empire,GEN KRESS VON KRESSENSTEIN,http://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein
Third_Battle_of_Gaza,328,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,Middle East,GAZA III,BR ARMY OF EGYPT,Great Britain,B,GEN ALLENBY,http://en.wikipedia.org/wiki/Edmund_Allenby,TK 7TH & 8TH ARMIES,Ottoman Empire,GEN KRESS VON KRESSENSTEIN,http://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein
Battle_of_Jerusalem_(1917),329,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,Middle East,JUNCTION STATION,BR ARMY OF EGYPT,Great Britain,B,GEN ALLENBY,http://en.wikipedia.org/wiki/Edmund_Allenby,TK 8TH ARMY,Ottoman Empire,GEN KRESS VON KRESSENSTEIN,http://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein
,330,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,SECOND SOMME-PHASE I (SOMME-PERONNE),"GER 2ND, 17TH & 18TH ARMIES",Germany,A,GEN LUDENDORFF,http://en.wikipedia.org/wiki/Erich_Ludendorff,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES",Great Britain,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
,331,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,SECOND SOMME-PHASE II (SOMME-MONTDIDIER),"GER 2ND, 17TH & 18TH ARMIES",Germany,A,GEN LUDENDORFF,http://en.wikipedia.org/wiki/Erich_Ludendorff,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES",Great Britain,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
Battle_of_the_Lys_(1918),332,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,LYS,GER 4TH & 6TH ARMIES,Germany,A,GEN LUDENDORFF,http://en.wikipedia.org/wiki/Erich_Ludendorff,BR 1ST & 2ND ARMIES,Great Britain,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
,333,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,YVONNE & ODETTE POSITIONS (SECTOR TOULON),GER SPEC ASSLT GRP 'VON GROTHE' & 272ND RES INF RGT,Germany,A,MAJ GROTHE,,"US COS I & L OF 3RD BN, 9TH INF RGT",USA,COL UPTON,
Third_Battle_of_the_Aisne,334,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,CHEMIN-DES-DAMES,GER 1ST & 7TH ARMIES,Germany,A,CR PR WILHELM,http://en.wikipedia.org/wiki/Crown_Prince_Wilhelm_of_Germany,FR 6TH ARMY,France,GEN DOUCHENE,?
Third_Battle_of_the_Aisne,335,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,CANTIGNY,US 1ST DIV & 28TH INF RGT,USA,B,COL ELY,?,"GER 82ND RES DIV, 1ST BN, 272ND RES INF RGT",Germany,COL FREDERICHS,?
Battle_of_Belleau_Wood,336,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BELLEAU WOOD,US 4TH BDE(+),USA,B,BG HARBORD,http://en.wikipedia.org/wiki/James_Harbord,GER 4TH RES CORPS(-),Germany,GEN CONTA,?
Battle_of_Belleau_Wood,337,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,HILL 142,US 5TH MAR RGT(-),USA,B,MAJ TURRILL,?,GER 2/273RD RGT(+),Germany,?,?
Battle_of_Belleau_Wood,338,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,WEST WOOD I,US 3/5TH MAR RGT(-),USA,B,MAJ BERRY,?,GER 1/461ST RGT,Germany,MAJ HARTLIEB,?
Battle_of_Belleau_Wood,339,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BOURESCHES I,US 6TH MAR RGT(-),USA,B,MAJ SIBLEY,?,GER 2/461ST RGT,Germany,MAJ BISCHOFF,?
Battle_of_Belleau_Wood,340,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,HILL 192,US 23RD INF RGT,USA,B,COL MALONE,?,GER 1/47TH INF RGT(+),Germany,LCOL ROTENBUCHER,?
Battle_of_Belleau_Wood,341,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,WEST WOOD II,US 2/5TH MAR RGT(+),USA,B,MAJ WISE,?,GER 1/461ST RGT(+),Germany,MAJ HARTLIEB,?
Battle_of_Belleau_Wood,342,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,NORTH WOOD I (HUNTING LODGE),US 2/5TH MAR RGT,USA,B,MAJ WISE,?,GER 2/110TH GREN RGT,Germany,MAJ HARTLIEB,?
Battle_of_Belleau_Wood,343,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BOURESCHES II,GER 109TH RGT(-)(+),Germany,A,?,?,US 3/5TH MAR RGT(+),USA,MAJ SHEARER,http://en.wikipedia.org/wiki/Maurice_E._Shearer
Battle_of_Belleau_Wood,344,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,NORTH WOOD II,US 1/7TH INF RGT,USA,B,LCOL ADAMS,?,GER 3/347TH RGT(+),Germany,?,?
Battle_of_Belleau_Wood,345,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,NORTH WOOD III,US 3/5TH MAR RGT,USA,B,MAJ SHEARER,http://en.wikipedia.org/wiki/Maurice_E._Shearer,GER 1/347TH RGT,Germany,CPT KARLBERG,?
Battle_of_Belleau_Wood,346,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,NORTH WOOD IV (FINAL ASSAULT),US 3/5TH MAR RGT,USA,B,MAJ SHEARER,http://en.wikipedia.org/wiki/Maurice_E._Shearer,GER 1/347TH RGT,Germany,CPT KARLBERG,?
Battle_of_Belleau_Wood,347,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,VAUX,"US 3RD BDE, 2ND INF DIV",USA,B,BG LEWIS,?,GER 201ST INF DIV(-),Germany,?,?
Battle_of_Belleau_Wood,348,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,LA ROCHE WOOD EAST,US 2/9TH INF RGT,USA,B,MAJ BOUTON,?,GER 1/402ND INF RGT(-),Germany,?,?
Battle_of_Belleau_Wood,349,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,LA ROCHE WOOD WEST,US 3/33RD INF RGT,USA,B,MAJ ELLIOT,?,GER 2/402ND INF RGT(+),Germany,?,?
Battle_of_Belleau_Wood,350,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,NOYON-MONTDIDIER,GER 18TH & 7TH ARMIES,Germany,A,CR PR WILHELM,http://en.wikipedia.org/wiki/Crown_Prince_Wilhelm_of_Germany,FR 3RD & 10TH ARMIES,France,GEN FRANCHET D'ESPEREY,http://en.wikipedia.org/wiki/Louis_Franchet_d%27Esp%C3%A8rey
,351,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,CHAMPAGNE-MARNE,"GER 7TH, 1ST & 3RD ARMIES",Germany,A,CR PR WILHELM,http://en.wikipedia.org/wiki/Crown_Prince_Wilhelm_of_Germany,"FR 6TH, 9TH, 5TH & 4TH ARMIES",France,GEN FRANCHET D'ESPEREY,http://en.wikipedia.org/wiki/Louis_Franchet_d%27Esp%C3%A8rey
,352,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,AISNE-MARNE I,FR 10TH ARMY(+),France,B,GEN MANGIN,,GER 9TH ARMY,Germany,GEN EBEN,
,353,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,MISSY AUX BOIS RAVINE,US 26TH INF RGT(+),USA,B,COL SMITH,,GER 13TH BAV RES INF RGT(+),Germany,LG KNEUSSL,
,354,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BREUIL,US 28TH INF RGT(+),USA,B,COL BABCOCK,,GER 22ND BAV INF RGT(+),Germany,COL CARL,
,355,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,ST. AMAND FARM,US 2/28TH INF RGT,USA,B,MAJ HUEBNER,,GER 2/396TH INF RGT,Germany,LG KNEUSSL,
,356,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BEAUREPAIRE FARM,US 2/23RD INF RGT(+),USA,B,MAJ WADDILL,,GER 3/219TH RES INF RGT,Germany,CPT STOCKMAR,
,357,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,CRAVANCON FERME-CHAUDUN,US 1ST INF BDE(+),USA,B,BG HINES,,GER 3RD BAV INF RGT(+),Germany,COL STENGEL,
,358,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,CHAUDUN,US 3/18TH INF RGT(+),USA,B,COL PARKER,,GER 2/109TH B GREN RGT(+),Germany,COL BUCHHOLTZ,
,359,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,AISNE-MARNE II,"FR 5TH, 6TH, 9TH & 10TH ARMIES",USA,B,GEN FOCH,http://en.wikipedia.org/wiki/Ferdinand_Foch,GER 7TH & 9TH ARMIES,Germany,CR PR WILHELM,http://en.wikipedia.org/wiki/Crown_Prince_Wilhelm_of_Germany
,360,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BERZY LE SEC,US 28TH INF RGT(-)(+),USA,B,GEN SUMMERALL,http://en.wikipedia.org/wiki/Charles_Pelot_Summerall,GER 109TH INF RGT(-)(+),Germany,BARON VON TOLL,
,361,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BUZANCY RIDGE,US 18TH INF RGT(-)(+),USA,B,GEN SUMMERALL,http://en.wikipedia.org/wiki/Charles_Pelot_Summerall,GER 2/52ND JAEGER RGT,Germany,COL OTTO,
,362,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,"PICARDY 1918, I","BR 1ST, 3RD, 4TH ARMIES",USA,B,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig",GER 2ND & 18TH ARMIES,Germany,CR PR RUPPRECHT,
,363,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,"PICARDY 1918, II",BR 1ST ARMY(+) & FR 1ST ARMY(+),USA,B,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig","GER 2ND, 9TH & 17TH ARMIES(+)",Germany,CR PR RUPPRECHT,
,364,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,ST. MIHIEL,US 1ST ARMY,USA,B,GEN PERSHING,http://en.wikipedia.org/wiki/John_J._Pershing,GER ARMY DET C,Germany,GEN FUCHS,
,365,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,LAHAYVILLE-BOIS DE LAMARCHE,US 2ND INF BDE(+),USA,B,BG BAMFORD,,GER 47TH INF RGT(-),Germany,CPT GERLACH,
,366,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,MEUSE-ARGONNE I,US 1ST ARMY(+),USA,B,GEN PERSHING,http://en.wikipedia.org/wiki/John_J._Pershing,GER 3RD ARMY(+),Germany,GEN EINEM,
,367,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BLANC MONT I,US 2ND DIV(+),USA,B,MG LEJEUNE,,GER 12TH SAXON ARMY CORPS(-),Germany,GEN NIDDA,
,368,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,MEDEAH FARM,US 2/9TH INF RGT,USA,B,LCOL ARNOLD,,GER 1/235TH RES INF RGT,Germany,MAJ DOERSTLING,
,369,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,ESSEN HOOK,US 1/5TH MAR RGT(-),USA,B,COL HUNT,,"GER 2ND CO, 2ND COLOGNE LANDSTURM BN",Germany,MAJ WEBENDOERFER,
,370,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BLANC MONT RIDGE,US 2/6TH MAR RGT,USA,B,COL LEE,,GER 2/149TH INF RGT(+),Germany,MAJ GRUNDELL,
,371,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,SOMMEPY WOOD,US 4TH MAR BDE(-),USA,B,NA,,GER 2/235TH RES INF RGT,Germany,MAJ DOERSTLING,
,372,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BLANC MONT II,US 36TH DIV(-)(+),USA,B,MG SMITH,,GER 213TH INF DIV,Germany,MG HAMMERSTEIN,
,373,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,MEUSE-ARGONNE II,FR 4TH ARMY(+),USA,B,GEN FOCH,http://en.wikipedia.org/wiki/Ferdinand_Foch,GER 3RD ARMY(+),Germany,GEN LUDENDORFF,http://en.wikipedia.org/wiki/Erich_Ludendorff
,374,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,EXERMONT-MONTREFAGNE,US 18TH INF RGT,USA,B,COL HUNT,,GER 3RD GUARDS FT RGT(+),Germany,COL SCHONSTADT,
,375,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,MAYACHE RAVINE,US 26TH INF RGT(+),USA,B,COL ERICKSON,,"GER 2ND BN, 170TH INF RGT(+)",Germany,CPT KAESBACH,
,376,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,LA NEUVILLE LE COMTE FERME,US 28TH INF RGT(+),USA,B,COL BARNHARDT,,GER 1/111TH INF RGT(+),Germany,CPT GACKENHOLZ,
,377,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,FERME DES GRANGES-FLEVILLE,US 16TH INF RGT(+),USA,B,LCOL COPPOCK,,GER 3RD GUARDS GREN RGT(+),Germany,MAJ PLEHWE,
,378,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,HILL 212,US 26TH INF RGT(+),USA,B,COL ERICKSON,,GER 170TH INF RGT(+),Germany,LCOL IHLENFELD,
,379,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,BOIS DE BOYON-MONTREFAGNE,US 18TH INF RGT(+),USA,B,COL HUNT,,GER 150TH INF RGT(-)(+),Germany,MAJ BRUNS,
,380,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,HILL 272,US 1/16TH INF RGT(+),USA,B,MAJ RYDER,,GER 147TH INF RGT(+),Germany,MAJ KRAUSE,
,381,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,MEUSE-ARGONNE III,FR 4TH ARMY(+),France,B,GEN PERSHING,http://en.wikipedia.org/wiki/John_J._Pershing,GER 3RD ARMY(+),Germany,GEN GALLWITZ,
,382,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,REMILLY-AILLICOURT,US 1/16TH INF RGT,USA,B,MAJ RYDER,,GER 6TH RES JAEGER BN(+),Germany,LG LEWINSKI,
,383,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,Western Front,HILL 252-PONT MAUGIS,US 16TH INF RGT(-)(+),USA,B,COL HARREL,,GER 14TH RES DIV(-),Germany,GEN HANSTEIN,
Battle_of_the_Piave_River,384,WORLD WAR I,World War I of 1914-1918,Italian Front,THE PIAVE,AUS CONRAD & BOROJEVIC GROUPS,Austria,A,ARCHDUKE EUGENE,,IT ARMY GROUP,Italy,GEN DIEZ,
Battle_of_Megiddo_(1918),385,WORLD WAR I,World War I of 1914-1918,Middle East,MEGIDDO,BR 21ST CORPS(+),Great Britain,B,GEN ALLENBY,,TK 8TH ARMY,Ottoman Empire,GEN LIMAN VON SANDERS,
,386,WORLD WAR II (NORTH AFRICA 1942-1943),World War II of 1939-194,North Africa,ALAM HALFA,GER & ITAL PZ ARMY AFRICA,Germany|Italy,A,GFM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel,BR 8TH ARMY,Great Britain,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein"
,387,WORLD WAR II (NORTH AFRICA 1942-1943),World War II of 1939-1945,North Africa,EL ALAMEIN II,BR 8TH ARMY,Great Britain,B,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein",GER & ITAL PZ ARMY,Germany,GFM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel
,388,WORLD WAR II (NORTH AFRICA 1942-1943),World War II of 1939-1945,North Africa,OPERATION LIGHTFOOT,BR 8TH ARMY,Great Britain,B,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein",GER & IT PZ ARMY,Germany,GENS STUMM & THOMA,
,389,WORLD WAR II (NORTH AFRICA 1942-1943),World War II of 1939-1945,North Africa,ALAMEIN BRIDGEHEAD EXPANSION,BR 8TH ARMY,Great Britain,B,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein",GER & IT PZ ARMY,Germany,FM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel
,390,WORLD WAR II (NORTH AFRICA 1942-1943),World War II of 1939-1945,North Africa,OPERATION SUPERCHARGE,BR 8TH ARMY,Great Britain,B,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein",GER & IT PZ ARMY,Germany,FM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel
,391,WORLD WAR II (NORTH AFRICA 1942-1943),World War II of 1939-1945,North Africa,CHOUIGUI PASS,"GER 190TH PZ BN, 10TH PZ DIV (ELMS)(+)",Germany,A,COL BROICH,http://en.wikipedia.org/wiki/Friedrich_Freiherr_von_Broich,US 1ST ARMD DIV (ELMS),USA,LCOL WATERS,
,392,WORLD WAR II (NORTH AFRICA 1942-1943),World War II of 1939-1945,North Africa,EL GUETTAR,GER 10TH PZ DIV(+),Germany,A,GEN BROICH,http://en.wikipedia.org/wiki/Friedrich_Freiherr_von_Broich,US 1ST INF DIV(+),USA,MG ALLEN,
,393,WORLD WAR II (NORTH AFRICA 1942-1943),World War II of 1939-1945,North Africa,SEDJANNE-BIZERTE,US 9TH INF DIV(+),USA,B,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy,GER VON MANTUEFFEL DIV(2/3),Germany,LG BULOVIUS,
,394,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,AMPHITHEATER,BR 56TH INF DIV,Great Britain,B,MG GRAHAM,,GER 16TH PZ DIV (ELMS),Germany,MG SIKENIUS,
,395,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,PORT OF SALERNO,BR 46TH INF DIV,Great Britain,B,MG HAWKESWORTH,,GER 16TH PZ DIV (ELMS),Germany,MG SIKENIUS,
,396,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,SELE-CALORE CORRIDOR,US 45TH INF DIV,USA,B,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton,GER 16TH PZ DIV (ELMS),Germany,MG SIKENIUS,
,397,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,BATTIPAGLIA I,GER 16TH PZ DIV(-)(+),Germany,A,MG SICKENIUS,,BR 56TH IND DIV(+),Great Britain,MG GRAHAM,
,398,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,VIETRI,GER HERMANN GOERING PZ DIV(+),Germany,A,MG SCHMALTZ,,BR 46TH INF DIV(+),Great Britain,MG HAWKESWORTH,
,399,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,TOBACCO FACTORY,GER 16TH PZ DIV(-)(+),Germany,A,MG SICKENIUS,,US 45TH INF DIV(+),USA,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton
,400,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,BATTIPAGLIA II,BR 56TH INF DIV(+),Great Britain,B,MG TEMPLER,,GER 26TH PZ DIV (ELMS) & 16TH PZ DIV (ELMS),Germany,MG LUETTWITZ,
,401,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,EBOLI,US 45TH INF DIV(+),USA,B,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton,GER 26TH PZ DIV(+)(-),Germany,MG LUETTWITZ,
,402,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,VIETRI II,GER HERMANN GOERING PZ DIV(+),Germany,A,MG SCHMALTZ,,BR 46TH INF DIV(+),Great Britain,MG HAWKESWORTH,
,403,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,GRAZZANISE,BR 7TH ARMD DIV(-),Great Britain,B,MG ERSKINE,,GER 15TH PZ GR DIV(-),Germany,MG RODT,
,404,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,CAIAZZO,US 34TH INF DIV(+),USA,B,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder,GER 3RD PZ GR DIV(+),Germany,MG BAADE,
,405,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,CAPUA,BR 56TH INF DIV(+),Great Britain,B,BG LYNE,,GER HERMANN GOERING PZ DIV(-),Germany,MG SCHMALTZ,
,406,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,CASTEL VOLTURNO,BR 46TH INF DIV(+),Great Britain,B,MG HAWKESWORTH,,GER 15TH PZ GR DIV(1/2),Germany,MG RODT,
,407,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MONTE ACERO,US 45TH INF DIV(+),USA,B,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton,GER 3RD PZ GR DIV(-)(+),Germany,MG LUETTWITZ,
,408,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,TRIFLISCO,US 3RD INF DIV,USA,B,MG TRUSCOTT,http://en.wikipedia.org/wiki/Lucian_Truscott,GER HERMANN GOERING PZ DIV(-),Germany,MG SCHMALTZ,
,409,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,DRAGONI,US 34TH INF DIV(+),USA,B,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder,GER 3RD PZ GR DIV(-),Germany,MG BAADE,
,410,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,CANAL I,BR 7TH ARMD DIV,Great Britain,B,MG ERSKINE,,GER 15TH PZ GR DIV (-),Germany,MG RODT,
,411,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MONTE GRANDE (VOLTURNO),BR 56TH INF DIV (ELMS),Great Britain,B,MG TEMPLER,,GER HERMANN GOERING PZ DIV(1/2),Germany,MG SCHMALTZ,
,412,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,CANAL II,BR 46TH INF DIV(+),Great Britain,B,MG HAWKESWORTH,,GER 15TH PZ GR DIV(1/2),Germany,MG RODT,
,413,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,FRANCOLISE,BR 7TH ARMD DIV,Great Britain,B,MG ERSKINE,,GER 15TH PZ GR DIV(1/2),Germany,MG RODT,
,414,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,SANTA MARIA OLIVETO,US 34TH INF DIV(+),USA,B,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder,GER 3RD PZ GR DIV(-)(+),Germany,MG BAADE,
,415,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MONTE CAMINO I,BR 56TH INF DIV,Great Britain,B,MG TEMPLER,,GER 15TH PZ GR DIV(1/2),Germany,MG RODT,
,416,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MONTE LUNGO,US 3RD INF DIV,USA,B,MG TRUSCOTT,http://en.wikipedia.org/wiki/Lucian_Truscott,GER 3RD PZ GR DIV(1/2),Germany,MG BAADE,
,417,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,POZZILLI,US 45TH INF DIV,USA,B,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton,GER 3RD PZ GR DIV,Germany,MG BAADE,
,418,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MONTE CAMINO II,GER 15TH PZ GR DIV(1/2),Germany,A,MG RODT,,BR 56TH INF DIV(1/3),Germany,MG TEMPLER,
,419,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MONTE ROTONDO,US 3RD INF DIV(-),USA,B,MG TRUSCOTT,http://en.wikipedia.org/wiki/Lucian_Truscott,GER 3RD PZ GR DIV(1/2),Germany,MG BAADE,
,420,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,CALABRITTO,BR 46TH INF DIV(+),Great Britain,B,MG HAWKESWORTH,,GER 15TH PZ GR DIV(-)(+),Germany,MG RODT,
,421,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MONTE CAMINO III,BR 56TH INF DIV,Great Britain,B,MG TEMPLER,,GER 15TH PZ GR DIV(1/4),Germany,MG RODT,
,422,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MONTE MAGGIORE,US 36TH INF DIV(-),USA,B,MG WALKER,?,GER 15TH PZ GR DIV(1/4),Germany,MG RODT,
,423,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,APRILIA I,BR 1ST INF DIV,Great Britain,B,MG PENNEY,,GER 3RD PZ GR DIV(1/2)(+),Germany,LG GRAESER,
,424,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,THE FACTORY,GER 3RD PZ GR DIV,Germany,A,LG GRAESER,,BR 1ST INF DIV,Great Britain,MG PENNEY,
,425,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,CAMPOLEONE,BR 1ST INF DIV,Great Britain,B,MG PENNEY,,GER 3RD PZ GR DIV,Germany,LG GRAESER,
,426,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,CAMPOLEONE COUNTERATTACK,GER 3RD PZ GR DIV(+),Germany,A,LG GRAESER,,BR 1ST INF DIV(1/3)(+),Great Britain,MG PENNEY,
,427,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,CARROCETO,GER 3RD PZ GR DIV(+),Germany,A,LG GRAESER,,BR 1ST INF DIV,Great Britain,MG PENNEY,
,428,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MOLETTA RIVER DEFENSE,GER 65TH INF DIV(2/3)(+),Germany,A,LG PFEIFFER,,US 45TH INF DIV(+),USA,MG EAGLES,?
,429,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,APRILIA II,GER 3RD PZ GR DIV(+),Germany,A,LG GRAESER,,BR 1ST INF DIV(+),Great Britain,MG PENNEY,
