,isqno,attacker,war,battle,name,cdb13_actors,commanders,uri
641,304,0,WORLD WAR I,FIRST SOMME,GER 2ND ARMY,Germany,GEN BELOW,http://en.wikipedia.org/wiki/Fritz_von_Below
642,304,1,WORLD WAR I,FIRST SOMME,BR 4TH & 6TH ARMIES,Great Britain,GEN RAWLINSON,
643,304,1,WORLD WAR I,FIRST SOMME,BR 4TH & 6TH ARMIES,Great Britain,GEN FAYOLLE,
644,305,0,WORLD WAR I,SOMME-FOURTH ARMY ATTACK,GER 2ND ARMY,Germany,GEN BELOW,http://en.wikipedia.org/wiki/Fritz_von_Below
645,305,1,WORLD WAR I,SOMME-FOURTH ARMY ATTACK,BR 4TH ARMY,Great Britain,GEN RAWLINSON,
646,306,0,WORLD WAR I,SOMME-OVILLERS,GER 180TH INF RGT,Germany,,
647,306,1,WORLD WAR I,SOMME-OVILLERS,BR 8TH DIV,Great Britain,MG HUDSON,
648,307,0,WORLD WAR I,SOMME-BAZENTIN RIDGE,GER 3RD GUARDS DIV,Germany,GEN BELOW,http://en.wikipedia.org/wiki/Fritz_von_Below
649,307,1,WORLD WAR I,SOMME-BAZENTIN RIDGE,BR 4TH ARMY(-),Great Britain,GEN RAWLINSON,
650,308,0,WORLD WAR I,SOMME-FLERS-COURCELETTE,GER 1ST ARMY,Germany,GEN BELOW,http://en.wikipedia.org/wiki/Fritz_von_Below
651,308,1,WORLD WAR I,SOMME-FLERS-COURCELETTE,BR 4TH AND RESERVE ARMIES,Great Britain,GEN HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
652,309,0,WORLD WAR I,CAUCASUS WINTER OFFENSIVE,TK 3RD ARMY,Ottoman Empire,ABDUL KERIM PASHA,
653,309,1,WORLD WAR I,CAUCASUS WINTER OFFENSIVE,RUSS ARMY,Russia,GEN YUDENICH,
654,310,0,WORLD WAR I,LAKE NAROTCH,GER 10TH ARMY,Germany,GEN EICHHORN,
655,310,1,WORLD WAR I,LAKE NAROTCH,RUSS 2ND ARMY,Russia,GEN SMIRNOV,
656,311,0,WORLD WAR I,1916 BRUSILOV OFFENSIVE,"AUS 2ND, 4TH & 7TH, & SUD ARMIES",Austria,GEN CONRAD,http://en.wikipedia.org/wiki/Franz_Conrad_von_H%C3%B6tzendorf
657,311,1,WORLD WAR I,1916 BRUSILOV OFFENSIVE,RUSS SOUTHWEST ARMY GROUP,Russia,GEN BRUSILOV,
658,312,0,WORLD WAR I,FIFTH ISONZO,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
659,312,1,WORLD WAR I,FIFTH ISONZO,IT 2ND & 3RD ARMIES,Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
660,313,0,WORLD WAR I,ASIAGO,IT 1ST ARMY,Italy,GEN PECORI-GIRALDI,
661,313,1,WORLD WAR I,ASIAGO,AUS 3RD & 11TH ARMIES,Austria,GEN CONRAD,http://en.wikipedia.org/wiki/Franz_Conrad_von_H%C3%B6tzendorf
662,314,0,WORLD WAR I,TRENTINO COUNTER-OFFENSIVE,AUS 3RD & 11TH ARMIES,Austria,GEN CONRAD,http://en.wikipedia.org/wiki/Franz_Conrad_von_H%C3%B6tzendorf
663,314,1,WORLD WAR I,TRENTINO COUNTER-OFFENSIVE,IT 5TH ARMY,Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
664,315,0,WORLD WAR I,SIXTH ISONZO (GORIZIA),AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
665,315,1,WORLD WAR I,SIXTH ISONZO (GORIZIA),IT 2ND & 3RD ARMIES,Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
666,316,0,WORLD WAR I,ARRAS,GER 6TH ARMY,Germany,GEN FALKENHAUSEN,
667,316,1,WORLD WAR I,ARRAS,"BR 1ST, 3RD & 5TH ARMIES",Great Britain,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
668,317,0,WORLD WAR I,AISNE II,GER 1ST & 7TH ARMIES,Germany,GENS BOEHN,
669,317,0,WORLD WAR I,AISNE II,GER 1ST & 7TH ARMIES,Germany,BELOW,
670,317,1,WORLD WAR I,AISNE II,FR 5TH & 6TH ARMIES,France,GEN NIVELLE,
671,318,0,WORLD WAR I,MESSINES,GER 4TH ARMY,Germany,GEN ARNIM,
672,318,1,WORLD WAR I,MESSINES,BR 2ND ARMY,Great Britain,GEN PLUMER,
673,319,0,WORLD WAR I,YPRES III,GER 4TH ARMY,Germany,GEN ARNIM,
674,319,1,WORLD WAR I,YPRES III,BR 2ND & 5TH ARMIES & FR 1ST ARMY,Great Britain,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
675,320,0,WORLD WAR I,CAMBRAI I,GER 2ND ARMY,Germany,GEN MARWITZ,
676,320,1,WORLD WAR I,CAMBRAI I,BR 3RD ARMY,Great Britain,GEN BYNG,"http://en.wikipedia.org/wiki/Julian_Byng,_1st_Viscount_Byng_of_Vimy"
677,321,0,WORLD WAR I,CAMBRAI II,BR 3RD ARMY,Great Britain,GEN BYNG,"http://en.wikipedia.org/wiki/Julian_Byng,_1st_Viscount_Byng_of_Vimy"
678,321,1,WORLD WAR I,CAMBRAI II,GER 2ND ARMY,Germany,GEN MARWITZ,
679,322,0,WORLD WAR I,TENTH ISONZO,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
680,322,1,WORLD WAR I,TENTH ISONZO,IT 2ND & 3RD ARMIES,Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
681,323,0,WORLD WAR I,ELEVENTH ISONZO,AUS 5TH ARMY,Austria,GEN BOROJEVIC,http://en.wikipedia.org/wiki/Svetozar_Boroevi%C4%87
682,323,1,WORLD WAR I,ELEVENTH ISONZO,IT 2ND & 3RD ARMIES,Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
683,324,0,WORLD WAR I,CAPORETTO (TWELFTH ISONZO),"IT 2ND, 3RD & 4TH ARMIES",Italy,GEN CADORNA,http://en.wikipedia.org/wiki/Luigi_Cadorna
684,324,1,WORLD WAR I,CAPORETTO (TWELFTH ISONZO),"GER-AUS 5TH, 10TH & 14TH ARMIES",Germany & Austria,GEN CONRAD,http://en.wikipedia.org/wiki/Franz_Conrad_von_H%C3%B6tzendorf
685,325,0,WORLD WAR I (TURKISH FRONTS 1917),TIGRIS CROSSING,TK U/I TASK FORCE,Ottoman Empire,NUR-UD-DIN PASHA,
686,325,1,WORLD WAR I (TURKISH FRONTS 1917),TIGRIS CROSSING,"BR 1ST & 3RD CORPS, & U/I CAV DIV",Great Britain,GEN MAUDE,
687,326,0,WORLD WAR I (TURKISH FRONTS 1917),GAZA I,TK 8TH ARMY,Ottoman Empire,GEN KRESS VON KRESSENSTEIN,http://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein
688,326,1,WORLD WAR I (TURKISH FRONTS 1917),GAZA I,BR ARMY OF EGYPT,Great Britain,GEN MURRAY,http://en.wikipedia.org/wiki/Archibald_Murray
689,327,0,WORLD WAR I (TURKISH FRONTS 1917),GAZA II,TK ARMY OF PALESTINE,Ottoman Empire,GEN KRESS VON KRESSENSTEIN,http://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein
690,327,1,WORLD WAR I (TURKISH FRONTS 1917),GAZA II,BR ARMY OF EGYPT,Great Britain,GEN MURRAY,http://en.wikipedia.org/wiki/Archibald_Murray
691,328,0,WORLD WAR I (TURKISH FRONTS 1917),GAZA III,TK 7TH & 8TH ARMIES,Ottoman Empire,GEN KRESS VON KRESSENSTEIN,http://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein
692,328,1,WORLD WAR I (TURKISH FRONTS 1917),GAZA III,BR ARMY OF EGYPT,Great Britain,GEN ALLENBY,http://en.wikipedia.org/wiki/Edmund_Allenby
693,329,0,WORLD WAR I (TURKISH FRONTS 1917),JUNCTION STATION,TK 8TH ARMY,Ottoman Empire,GEN KRESS VON KRESSENSTEIN,http://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein
694,329,1,WORLD WAR I (TURKISH FRONTS 1917),JUNCTION STATION,BR ARMY OF EGYPT,Great Britain,GEN ALLENBY,http://en.wikipedia.org/wiki/Edmund_Allenby
695,330,0,WORLD WAR I (WESTERN FRONT 1918),SECOND SOMME-PHASE I (SOMME-PERONNE),"BR 1ST(-), 3RD & 5TH (4TH) ARMIES",Great Britain,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
696,330,1,WORLD WAR I (WESTERN FRONT 1918),SECOND SOMME-PHASE I (SOMME-PERONNE),"GER 2ND, 17TH & 18TH ARMIES",Germany,GEN LUDENDORFF,http://en.wikipedia.org/wiki/Erich_Ludendorff
697,331,0,WORLD WAR I (WESTERN FRONT 1918),SECOND SOMME-PHASE II (SOMME-MONTDIDIER),"BR 1ST(-), 3RD & 5TH (4TH) ARMIES",Great Britain,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
698,331,1,WORLD WAR I (WESTERN FRONT 1918),SECOND SOMME-PHASE II (SOMME-MONTDIDIER),"GER 2ND, 17TH & 18TH ARMIES",Germany,GEN LUDENDORFF,http://en.wikipedia.org/wiki/Erich_Ludendorff
699,332,0,WORLD WAR I (WESTERN FRONT 1918),LYS,BR 1ST & 2ND ARMIES,Great Britain,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
700,332,1,WORLD WAR I (WESTERN FRONT 1918),LYS,GER 4TH & 6TH ARMIES,Germany,GEN LUDENDORFF,http://en.wikipedia.org/wiki/Erich_Ludendorff
701,333,0,WORLD WAR I (WESTERN FRONT 1918),YVONNE & ODETTE POSITIONS (SECTOR TOULON),"US COS I & L OF 3RD BN, 9TH INF RGT",USA,COL UPTON,
702,333,1,WORLD WAR I (WESTERN FRONT 1918),YVONNE & ODETTE POSITIONS (SECTOR TOULON),GER SPEC ASSLT GRP 'VON GROTHE' & 272ND RES INF RGT,Germany,MAJ GROTHE,
703,334,0,WORLD WAR I (WESTERN FRONT 1918),CHEMIN-DES-DAMES,FR 6TH ARMY,France,GEN DOUCHENE,?
704,334,1,WORLD WAR I (WESTERN FRONT 1918),CHEMIN-DES-DAMES,GER 1ST & 7TH ARMIES,Germany,CR PR WILHELM,http://en.wikipedia.org/wiki/Crown_Prince_Wilhelm_of_Germany
705,335,0,WORLD WAR I (WESTERN FRONT 1918),CANTIGNY,"GER 82ND RES DIV, 1ST BN, 272ND RES INF RGT",Germany,COL FREDERICHS,?
706,335,1,WORLD WAR I (WESTERN FRONT 1918),CANTIGNY,US 1ST DIV & 28TH INF RGT,USA,COL ELY,?
707,336,0,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,GER 4TH RES CORPS(-),Germany,GEN CONTA,?
708,336,1,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,US 4TH BDE(+),USA,BG HARBORD,http://en.wikipedia.org/wiki/James_Harbord
709,337,0,WORLD WAR I (WESTERN FRONT 1918),HILL 142,GER 2/273RD RGT(+),Germany,,?
710,337,1,WORLD WAR I (WESTERN FRONT 1918),HILL 142,US 5TH MAR RGT(-),USA,MAJ TURRILL,?
711,338,0,WORLD WAR I (WESTERN FRONT 1918),WEST WOOD I,GER 1/461ST RGT,Germany,MAJ HARTLIEB,?
712,338,1,WORLD WAR I (WESTERN FRONT 1918),WEST WOOD I,US 3/5TH MAR RGT(-),USA,MAJ BERRY,?
713,339,0,WORLD WAR I (WESTERN FRONT 1918),BOURESCHES I,GER 2/461ST RGT,Germany,MAJ BISCHOFF,?
714,339,1,WORLD WAR I (WESTERN FRONT 1918),BOURESCHES I,US 6TH MAR RGT(-),USA,MAJ SIBLEY,?
715,340,0,WORLD WAR I (WESTERN FRONT 1918),HILL 192,GER 1/47TH INF RGT(+),Germany,LCOL ROTENBUCHER,?
716,340,1,WORLD WAR I (WESTERN FRONT 1918),HILL 192,US 23RD INF RGT,USA,COL MALONE,?
717,341,0,WORLD WAR I (WESTERN FRONT 1918),WEST WOOD II,GER 1/461ST RGT(+),Germany,MAJ HARTLIEB,?
718,341,1,WORLD WAR I (WESTERN FRONT 1918),WEST WOOD II,US 2/5TH MAR RGT(+),USA,MAJ WISE,?
719,342,0,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD I (HUNTING LODGE),GER 2/110TH GREN RGT,Germany,MAJ HARTLIEB,?
720,342,1,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD I (HUNTING LODGE),US 2/5TH MAR RGT,USA,MAJ WISE,?
721,343,0,WORLD WAR I (WESTERN FRONT 1918),BOURESCHES II,US 3/5TH MAR RGT(+),USA,MAJ SHEARER,http://en.wikipedia.org/wiki/Maurice_E._Shearer
722,343,1,WORLD WAR I (WESTERN FRONT 1918),BOURESCHES II,GER 109TH RGT(-)(+),Germany,,?
723,344,0,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD II,GER 3/347TH RGT(+),Germany,,?
724,344,1,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD II,US 1/7TH INF RGT,USA,LCOL ADAMS,?
725,345,0,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD III,GER 1/347TH RGT,Germany,CPT KARLBERG,?
726,345,1,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD III,US 3/5TH MAR RGT,USA,MAJ SHEARER,http://en.wikipedia.org/wiki/Maurice_E._Shearer
727,346,0,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD IV (FINAL ASSAULT),GER 1/347TH RGT,Germany,CPT KARLBERG,?
728,346,1,WORLD WAR I (WESTERN FRONT 1918),NORTH WOOD IV (FINAL ASSAULT),US 3/5TH MAR RGT,USA,MAJ SHEARER,http://en.wikipedia.org/wiki/Maurice_E._Shearer
729,347,0,WORLD WAR I (WESTERN FRONT 1918),VAUX,GER 201ST INF DIV(-),Germany,,?
730,347,1,WORLD WAR I (WESTERN FRONT 1918),VAUX,"US 3RD BDE, 2ND INF DIV",USA,BG LEWIS,?
731,348,0,WORLD WAR I (WESTERN FRONT 1918),LA ROCHE WOOD EAST,GER 1/402ND INF RGT(-),Germany,,?
732,348,1,WORLD WAR I (WESTERN FRONT 1918),LA ROCHE WOOD EAST,US 2/9TH INF RGT,USA,MAJ BOUTON,?
733,349,0,WORLD WAR I (WESTERN FRONT 1918),LA ROCHE WOOD WEST,GER 2/402ND INF RGT(+),Germany,,?
734,349,1,WORLD WAR I (WESTERN FRONT 1918),LA ROCHE WOOD WEST,US 3/33RD INF RGT,USA,MAJ ELLIOT,?
735,350,0,WORLD WAR I (WESTERN FRONT 1918),NOYON-MONTDIDIER,FR 3RD & 10TH ARMIES,France,GEN FRANCHET D'ESPEREY,http://en.wikipedia.org/wiki/Louis_Franchet_d%27Esp%C3%A8rey
736,350,1,WORLD WAR I (WESTERN FRONT 1918),NOYON-MONTDIDIER,GER 18TH & 7TH ARMIES,Germany,CR PR WILHELM,http://en.wikipedia.org/wiki/Crown_Prince_Wilhelm_of_Germany
737,351,0,WORLD WAR I (WESTERN FRONT 1918),CHAMPAGNE-MARNE,"FR 6TH, 9TH, 5TH & 4TH ARMIES",France,GEN FRANCHET D'ESPEREY,http://en.wikipedia.org/wiki/Louis_Franchet_d%27Esp%C3%A8rey
738,351,1,WORLD WAR I (WESTERN FRONT 1918),CHAMPAGNE-MARNE,"GER 7TH, 1ST & 3RD ARMIES",Germany,CR PR WILHELM,http://en.wikipedia.org/wiki/Crown_Prince_Wilhelm_of_Germany
739,352,0,WORLD WAR I (WESTERN FRONT 1918),AISNE-MARNE I,GER 9TH ARMY,Germany,GEN EBEN,
740,352,1,WORLD WAR I (WESTERN FRONT 1918),AISNE-MARNE I,FR 10TH ARMY(+),France,GEN MANGIN,
741,353,0,WORLD WAR I (WESTERN FRONT 1918),MISSY AUX BOIS RAVINE,GER 13TH BAV RES INF RGT(+),Germany,LG KNEUSSL,
742,353,1,WORLD WAR I (WESTERN FRONT 1918),MISSY AUX BOIS RAVINE,US 26TH INF RGT(+),USA,COL SMITH,
743,354,0,WORLD WAR I (WESTERN FRONT 1918),BREUIL,GER 22ND BAV INF RGT(+),Germany,COL CARL,
744,354,1,WORLD WAR I (WESTERN FRONT 1918),BREUIL,US 28TH INF RGT(+),USA,COL BABCOCK,
745,355,0,WORLD WAR I (WESTERN FRONT 1918),ST. AMAND FARM,GER 2/396TH INF RGT,Germany,LG KNEUSSL,
746,355,1,WORLD WAR I (WESTERN FRONT 1918),ST. AMAND FARM,US 2/28TH INF RGT,USA,MAJ HUEBNER,
747,356,0,WORLD WAR I (WESTERN FRONT 1918),BEAUREPAIRE FARM,GER 3/219TH RES INF RGT,Germany,CPT STOCKMAR,
748,356,1,WORLD WAR I (WESTERN FRONT 1918),BEAUREPAIRE FARM,US 2/23RD INF RGT(+),USA,MAJ WADDILL,
749,357,0,WORLD WAR I (WESTERN FRONT 1918),CRAVANCON FERME-CHAUDUN,GER 3RD BAV INF RGT(+),Germany,COL STENGEL,
750,357,1,WORLD WAR I (WESTERN FRONT 1918),CRAVANCON FERME-CHAUDUN,US 1ST INF BDE(+),USA,BG HINES,
751,358,0,WORLD WAR I (WESTERN FRONT 1918),CHAUDUN,GER 2/109TH B GREN RGT(+),Germany,COL BUCHHOLTZ,
752,358,1,WORLD WAR I (WESTERN FRONT 1918),CHAUDUN,US 3/18TH INF RGT(+),USA,COL PARKER,
753,359,0,WORLD WAR I (WESTERN FRONT 1918),AISNE-MARNE II,GER 7TH & 9TH ARMIES,Germany,CR PR WILHELM,http://en.wikipedia.org/wiki/Crown_Prince_Wilhelm_of_Germany
754,359,1,WORLD WAR I (WESTERN FRONT 1918),AISNE-MARNE II,"FR 5TH, 6TH, 9TH & 10TH ARMIES",USA,GEN FOCH,http://en.wikipedia.org/wiki/Ferdinand_Foch
755,360,0,WORLD WAR I (WESTERN FRONT 1918),BERZY LE SEC,GER 109TH INF RGT(-)(+),Germany,BARON VON TOLL,
756,360,1,WORLD WAR I (WESTERN FRONT 1918),BERZY LE SEC,US 28TH INF RGT(-)(+),USA,GEN SUMMERALL,http://en.wikipedia.org/wiki/Charles_Pelot_Summerall
757,361,0,WORLD WAR I (WESTERN FRONT 1918),BUZANCY RIDGE,GER 2/52ND JAEGER RGT,Germany,COL OTTO,
758,361,1,WORLD WAR I (WESTERN FRONT 1918),BUZANCY RIDGE,US 18TH INF RGT(-)(+),USA,GEN SUMMERALL,http://en.wikipedia.org/wiki/Charles_Pelot_Summerall
759,362,0,WORLD WAR I (WESTERN FRONT 1918),"PICARDY 1918, I",GER 2ND & 18TH ARMIES,Germany,CR PR RUPPRECHT,"http://en.wikipedia.org/wiki/Rupprecht,_Crown_Prince_of_Bavaria"
760,362,1,WORLD WAR I (WESTERN FRONT 1918),"PICARDY 1918, I","BR 1ST, 3RD, 4TH ARMIES",USA,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
761,363,0,WORLD WAR I (WESTERN FRONT 1918),"PICARDY 1918, II","GER 2ND, 9TH & 17TH ARMIES(+)",Germany,CR PR RUPPRECHT,"http://en.wikipedia.org/wiki/Rupprecht,_Crown_Prince_of_Bavaria"
762,363,1,WORLD WAR I (WESTERN FRONT 1918),"PICARDY 1918, II",BR 1ST ARMY(+) & FR 1ST ARMY(+),USA,FM HAIG,"http://en.wikipedia.org/wiki/Douglas_Haig,_1st_Earl_Haig"
763,364,0,WORLD WAR I (WESTERN FRONT 1918),ST. MIHIEL,GER ARMY DET C,Germany,GEN FUCHS,
764,364,1,WORLD WAR I (WESTERN FRONT 1918),ST. MIHIEL,US 1ST ARMY,USA,GEN PERSHING,http://en.wikipedia.org/wiki/John_J._Pershing
765,365,0,WORLD WAR I (WESTERN FRONT 1918),LAHAYVILLE-BOIS DE LAMARCHE,GER 47TH INF RGT(-),Germany,CPT GERLACH,
766,365,1,WORLD WAR I (WESTERN FRONT 1918),LAHAYVILLE-BOIS DE LAMARCHE,US 2ND INF BDE(+),USA,BG BAMFORD,
767,366,0,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE I,GER 3RD ARMY(+),Germany,GEN EINEM,
768,366,1,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE I,US 1ST ARMY(+),USA,GEN PERSHING,http://en.wikipedia.org/wiki/John_J._Pershing
769,367,0,WORLD WAR I (WESTERN FRONT 1918),BLANC MONT I,GER 12TH SAXON ARMY CORPS(-),Germany,GEN NIDDA,
770,367,1,WORLD WAR I (WESTERN FRONT 1918),BLANC MONT I,US 2ND DIV(+),USA,MG LEJEUNE,
771,368,0,WORLD WAR I (WESTERN FRONT 1918),MEDEAH FARM,GER 1/235TH RES INF RGT,Germany,MAJ DOERSTLING,
772,368,1,WORLD WAR I (WESTERN FRONT 1918),MEDEAH FARM,US 2/9TH INF RGT,USA,LCOL ARNOLD,
773,369,0,WORLD WAR I (WESTERN FRONT 1918),ESSEN HOOK,"GER 2ND CO, 2ND COLOGNE LANDSTURM BN",Germany,MAJ WEBENDOERFER,
774,369,1,WORLD WAR I (WESTERN FRONT 1918),ESSEN HOOK,US 1/5TH MAR RGT(-),USA,COL HUNT,
775,370,0,WORLD WAR I (WESTERN FRONT 1918),BLANC MONT RIDGE,GER 2/149TH INF RGT(+),Germany,MAJ GRUNDELL,
776,370,1,WORLD WAR I (WESTERN FRONT 1918),BLANC MONT RIDGE,US 2/6TH MAR RGT,USA,COL LEE,
777,371,0,WORLD WAR I (WESTERN FRONT 1918),SOMMEPY WOOD,GER 2/235TH RES INF RGT,Germany,MAJ DOERSTLING,
778,371,1,WORLD WAR I (WESTERN FRONT 1918),SOMMEPY WOOD,US 4TH MAR BDE(-),USA,NA,
779,372,0,WORLD WAR I (WESTERN FRONT 1918),BLANC MONT II,GER 213TH INF DIV,Germany,MG HAMMERSTEIN,
780,372,1,WORLD WAR I (WESTERN FRONT 1918),BLANC MONT II,US 36TH DIV(-)(+),USA,MG SMITH,
781,373,0,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE II,GER 3RD ARMY(+),Germany,GEN LUDENDORFF,http://en.wikipedia.org/wiki/Erich_Ludendorff
782,373,1,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE II,FR 4TH ARMY(+),USA,GEN FOCH,http://en.wikipedia.org/wiki/Ferdinand_Foch
783,374,0,WORLD WAR I (WESTERN FRONT 1918),EXERMONT-MONTREFAGNE,GER 3RD GUARDS FT RGT(+),Germany,COL SCHONSTADT,
784,374,1,WORLD WAR I (WESTERN FRONT 1918),EXERMONT-MONTREFAGNE,US 18TH INF RGT,USA,COL HUNT,
785,375,0,WORLD WAR I (WESTERN FRONT 1918),MAYACHE RAVINE,"GER 2ND BN, 170TH INF RGT(+)",Germany,CPT KAESBACH,
786,375,1,WORLD WAR I (WESTERN FRONT 1918),MAYACHE RAVINE,US 26TH INF RGT(+),USA,COL ERICKSON,
787,376,0,WORLD WAR I (WESTERN FRONT 1918),LA NEUVILLE LE COMTE FERME,GER 1/111TH INF RGT(+),Germany,CPT GACKENHOLZ,
788,376,1,WORLD WAR I (WESTERN FRONT 1918),LA NEUVILLE LE COMTE FERME,US 28TH INF RGT(+),USA,COL BARNHARDT,
789,377,0,WORLD WAR I (WESTERN FRONT 1918),FERME DES GRANGES-FLEVILLE,GER 3RD GUARDS GREN RGT(+),Germany,MAJ PLEHWE,
790,377,1,WORLD WAR I (WESTERN FRONT 1918),FERME DES GRANGES-FLEVILLE,US 16TH INF RGT(+),USA,LCOL COPPOCK,
791,378,0,WORLD WAR I (WESTERN FRONT 1918),HILL 212,GER 170TH INF RGT(+),Germany,LCOL IHLENFELD,
792,378,1,WORLD WAR I (WESTERN FRONT 1918),HILL 212,US 26TH INF RGT(+),USA,COL ERICKSON,
793,379,0,WORLD WAR I (WESTERN FRONT 1918),BOIS DE BOYON-MONTREFAGNE,GER 150TH INF RGT(-)(+),Germany,MAJ BRUNS,
794,379,1,WORLD WAR I (WESTERN FRONT 1918),BOIS DE BOYON-MONTREFAGNE,US 18TH INF RGT(+),USA,COL HUNT,
795,380,0,WORLD WAR I (WESTERN FRONT 1918),HILL 272,GER 147TH INF RGT(+),Germany,MAJ KRAUSE,
796,380,1,WORLD WAR I (WESTERN FRONT 1918),HILL 272,US 1/16TH INF RGT(+),USA,MAJ RYDER,
797,381,0,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE III,GER 3RD ARMY(+),Germany,GEN GALLWITZ,
798,381,1,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE III,FR 4TH ARMY(+),France,GEN PERSHING,http://en.wikipedia.org/wiki/John_J._Pershing
799,382,0,WORLD WAR I (WESTERN FRONT 1918),REMILLY-AILLICOURT,GER 6TH RES JAEGER BN(+),Germany,LG LEWINSKI,
800,382,1,WORLD WAR I (WESTERN FRONT 1918),REMILLY-AILLICOURT,US 1/16TH INF RGT,USA,MAJ RYDER,
801,383,0,WORLD WAR I (WESTERN FRONT 1918),HILL 252-PONT MAUGIS,GER 14TH RES DIV(-),Germany,GEN HANSTEIN,
802,383,1,WORLD WAR I (WESTERN FRONT 1918),HILL 252-PONT MAUGIS,US 16TH INF RGT(-)(+),USA,COL HARREL,
803,384,0,WORLD WAR I,THE PIAVE,IT ARMY GROUP,Italy,GEN DIEZ,
804,384,1,WORLD WAR I,THE PIAVE,AUS CONRAD & BOROJEVIC GROUPS,Austria,ARCHDUKE EUGENE,
805,385,0,WORLD WAR I,MEGIDDO,TK 8TH ARMY,Ottoman Empire,GEN LIMAN VON SANDERS,
806,385,1,WORLD WAR I,MEGIDDO,BR 21ST CORPS(+),Great Britain,GEN ALLENBY,
807,386,0,WORLD WAR II (NORTH AFRICA 1942-1943),ALAM HALFA,BR 8TH ARMY,Great Britain,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein"
808,386,1,WORLD WAR II (NORTH AFRICA 1942-1943),ALAM HALFA,GER & ITAL PZ ARMY AFRICA,Germany & Italy,GFM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel
809,387,0,WORLD WAR II (NORTH AFRICA 1942-1943),EL ALAMEIN II,GER & ITAL PZ ARMY,Germany,GFM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel
810,387,1,WORLD WAR II (NORTH AFRICA 1942-1943),EL ALAMEIN II,BR 8TH ARMY,Great Britain,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein"
811,388,0,WORLD WAR II (NORTH AFRICA 1942-1943),OPERATION LIGHTFOOT,GER & IT PZ ARMY,Germany,GENS STUMM,
812,388,0,WORLD WAR II (NORTH AFRICA 1942-1943),OPERATION LIGHTFOOT,GER & IT PZ ARMY,Germany,THOMA,
813,388,1,WORLD WAR II (NORTH AFRICA 1942-1943),OPERATION LIGHTFOOT,BR 8TH ARMY,Great Britain,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein"
814,389,0,WORLD WAR II (NORTH AFRICA 1942-1943),ALAMEIN BRIDGEHEAD EXPANSION,GER & IT PZ ARMY,Germany,FM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel
